Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,First Name F_1,Last Name F_1,Nickname F_1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,First Name F_2,Last Name F_2,Nickname F_2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Women's Bantamweight,Bethe Correia,Sijara Eubanks,U-DEC,,3,300,Bethe Correia,Bethe,Correia,Pitbull,65.0,135.0,64.0,Orthodox,11,6,1,1983-06-22,0.0,59.0,127.0,0.46,77.0,146.0,0.0,1.0,0.0,0.0,0.0,84.0,42.0,101.0,12.0,19.0,5.0,7.0,54.0,118.0,5.0,9.0,0.0,0.0,Sijara Eubanks,Sijara,Eubanks,SarJ,64.0,135.0,67.0,Orthodox,8,6,0,1985-04-27,0.0,77.0,169.0,0.45,94.0,186.0,1.0,5.0,0.2,0.0,0.0,145.0,58.0,138.0,12.0,23.0,7.0,8.0,55.0,140.0,8.0,10.0,14.0,19.0
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Lightweight,Claudio Puelles,Marcos Mariano,U-DEC,,3,300,Claudio Puelles,Claudio,Puelles,El Nino,70.0,155.0,72.0,Southpaw,11,2,0,1996-04-21,0.0,22.0,34.0,0.64,101.0,116.0,4.0,6.0,0.66,2.0,0.0,800.0,21.0,32.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,21.0,29.0,Marcos Mariano,Marcos,Mariano,Dhalsim,73.0,155.0,76.0,Switch,6,6,0,1986-10-12,0.0,2.0,9.0,0.22,5.0,12.0,0.0,0.0,,0.0,0.0,48.0,0.0,6.0,2.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Lightweight,Justin Gaethje,Donald Cerrone,KO/TKO,Punch,1,258,Justin Gaethje,Justin,Gaethje,The Highlight,71.0,155.0,70.0,Orthodox,22,3,0,1988-11-14,1.0,40.0,61.0,0.65,40.0,61.0,0.0,0.0,,0.0,0.0,4.0,27.0,44.0,0.0,2.0,13.0,15.0,36.0,55.0,2.0,3.0,2.0,3.0,Donald Cerrone,Donald,Cerrone,Cowboy,73.0,170.0,73.0,Orthodox,36,16,0,1983-03-29,0.0,17.0,52.0,0.32,17.0,52.0,0.0,0.0,,0.0,0.0,0.0,12.0,45.0,4.0,6.0,1.0,1.0,17.0,52.0,0.0,0.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Light Heavyweight,Glover Teixeira,Nikita Krylov,S-DEC,,3,300,Glover Teixeira,Glover,Teixeira,,74.0,205.0,76.0,Orthodox,33,7,0,1979-10-28,0.0,43.0,71.0,0.6,85.0,119.0,1.0,6.0,0.16,2.0,2.0,262.0,39.0,67.0,4.0,4.0,0.0,0.0,22.0,45.0,10.0,10.0,11.0,16.0,Nikita Krylov,Nikita,Krylov,The Miner,75.0,205.0,77.0,Orthodox,27,8,0,1992-03-07,0.0,47.0,95.0,0.49,74.0,123.0,2.0,4.0,0.5,1.0,1.0,279.0,20.0,66.0,17.0,19.0,10.0,10.0,37.0,85.0,3.0,3.0,7.0,7.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Heavyweight,NO CONTEST,NO CONTEST,CNC,,1,243,Todd Duffee,Todd,Duffee,,75.0,260.0,78.0,Orthodox,9,3,0,1985-12-06,1.0,30.0,66.0,0.45,38.0,74.0,1.0,3.0,0.33,0.0,0.0,116.0,25.0,60.0,5.0,6.0,0.0,0.0,19.0,51.0,9.0,12.0,2.0,3.0,Jeff Hughes,Jeff,Hughes,Lights Out,74.0,250.0,77.0,Orthodox,10,4,0,1988-05-17,0.0,16.0,29.0,0.55,26.0,39.0,0.0,0.0,,0.0,0.0,15.0,12.0,24.0,0.0,0.0,4.0,5.0,14.0,23.0,2.0,6.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Welterweight,Tristan Connelly,Michel Pereira,U-DEC,,3,300,Tristan Connelly,Tristan,Connelly,Boondock,70.0,170.0,68.0,Orthodox,14,7,0,1985-12-12,0.0,64.0,125.0,0.51,151.0,222.0,0.0,6.0,0.0,1.0,0.0,343.0,51.0,106.0,7.0,13.0,6.0,6.0,23.0,71.0,14.0,20.0,27.0,34.0,Michel Pereira,Michel,Pereira,Demolidor,73.0,170.0,73.0,Orthodox,26,11,0,1993-10-06,0.0,32.0,75.0,0.42,56.0,107.0,2.0,5.0,0.4,0.0,0.0,183.0,13.0,44.0,17.0,29.0,2.0,2.0,23.0,66.0,9.0,9.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Middleweight,Uriah Hall,Antonio Carlos Junior,S-DEC,,3,300,Uriah Hall,Uriah,Hall,Prime Time,72.0,185.0,79.0,Orthodox,18,10,0,1984-07-31,1.0,34.0,79.0,0.43,41.0,86.0,0.0,0.0,,0.0,0.0,25.0,31.0,75.0,3.0,4.0,0.0,0.0,22.0,61.0,1.0,1.0,11.0,17.0,Antonio Carlos Junior,Antonio,Carlos Junior,Cara de Sapato,74.0,185.0,79.0,Orthodox,11,5,0,1990-03-16,0.0,22.0,69.0,0.31,81.0,148.0,3.0,8.0,0.37,0.0,0.0,642.0,16.0,63.0,5.0,5.0,1.0,1.0,18.0,65.0,2.0,2.0,2.0,2.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Light Heavyweight,Misha Cirkunov,Jimmy Crute,SUB,Peruvian Necktie,1,218,Misha Cirkunov,Misha,Cirkunov,,75.0,205.0,77.0,Orthodox,15,7,0,1987-02-27,0.0,6.0,10.0,0.6,22.0,29.0,1.0,2.0,0.5,1.0,2.0,150.0,4.0,8.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,4.0,Jimmy Crute,Jimmy,Crute,,74.0,205.0,74.0,Orthodox,12,2,0,1996-03-04,0.0,21.0,35.0,0.6,28.0,45.0,0.0,0.0,,0.0,1.0,44.0,19.0,33.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,5.0,15.0,27.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Heavyweight,Augusto Sakai,Marcin Tybura,KO/TKO,Punches,1,59,Augusto Sakai,Augusto,Sakai,,75.0,265.0,77.0,Orthodox,15,3,1,1991-05-09,1.0,15.0,27.0,0.55,15.0,27.0,0.0,0.0,,0.0,0.0,3.0,13.0,25.0,2.0,2.0,0.0,0.0,6.0,18.0,7.0,7.0,2.0,2.0,Marcin Tybura,Marcin,Tybura,Tybur,75.0,249.0,78.0,Orthodox,22,7,0,1985-11-09,0.0,6.0,7.0,0.85,6.0,7.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Bantamweight,Miles Johns,Cole Smith,S-DEC,,3,300,Miles Johns,Miles,Johns,Chapo,67.0,135.0,66.0,Orthodox,12,1,0,1994-03-30,0.0,31.0,65.0,0.47,63.0,104.0,1.0,2.0,0.5,0.0,1.0,172.0,29.0,62.0,2.0,3.0,0.0,0.0,20.0,53.0,7.0,7.0,4.0,5.0,Cole Smith,Cole,Smith,The Cole Train,71.0,135.0,67.0,Orthodox,7,2,0,1989-04-05,0.0,11.0,57.0,0.19,26.0,75.0,1.0,6.0,0.16,0.0,0.0,511.0,4.0,42.0,7.0,15.0,0.0,0.0,9.0,53.0,2.0,4.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Bantamweight,Hunter Azure,Brad Katona,U-DEC,,3,300,Hunter Azure,Hunter,Azure,,68.0,145.0,69.0,Orthodox,9,2,0,1992-03-02,0.0,41.0,118.0,0.34,55.0,133.0,0.0,1.0,0.0,0.0,1.0,29.0,25.0,91.0,11.0,20.0,5.0,7.0,33.0,105.0,6.0,8.0,2.0,5.0,Brad Katona,Brad,Katona,,66.0,135.0,64.0,Orthodox,8,2,0,1991-12-19,0.0,21.0,60.0,0.35,40.0,83.0,3.0,12.0,0.25,0.0,0.0,382.0,18.0,51.0,2.0,7.0,1.0,2.0,17.0,54.0,4.0,6.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Featherweight,Chas Skelly,Jordan Griffin,U-DEC,,3,300,Chas Skelly,Chas,Skelly,The Scrapper,71.0,145.0,72.0,Orthodox,18,3,0,1985-05-11,0.0,21.0,59.0,0.35,80.0,125.0,1.0,3.0,0.33,3.0,1.0,514.0,20.0,52.0,1.0,7.0,0.0,0.0,20.0,58.0,0.0,0.0,1.0,1.0,Jordan Griffin,Jordan,Griffin,Native Psycho,70.0,145.0,73.0,Southpaw,18,9,0,1990-02-28,0.0,37.0,87.0,0.42,66.0,122.0,1.0,1.0,1.0,2.0,2.0,176.0,36.0,84.0,1.0,3.0,0.0,0.0,32.0,81.0,0.0,0.0,5.0,6.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Bantamweight,Louis Smolka,Ryan MacDonald,KO/TKO,Punch,1,283,Louis Smolka,Louis,Smolka,Da Last Samurai,69.0,135.0,68.0,Orthodox,17,7,0,1991-07-16,1.0,59.0,115.0,0.51,60.0,116.0,0.0,0.0,,0.0,0.0,9.0,27.0,61.0,31.0,52.0,1.0,2.0,57.0,112.0,2.0,3.0,0.0,0.0,Ryan MacDonald,Ryan,MacDonald,Main Event,71.0,135.0,71.0,Switch,10,2,0,1993-03-18,0.0,30.0,80.0,0.37,31.0,81.0,0.0,0.0,,0.0,0.0,5.0,20.0,65.0,6.0,11.0,4.0,4.0,30.0,79.0,0.0,1.0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Lightweight,Austin Hubbard,Kyle Prepolec,U-DEC,,3,300,Austin Hubbard,Austin,Hubbard,Thud,70.0,155.0,71.0,Orthodox,13,6,0,1991-12-22,0.0,51.0,112.0,0.45,136.0,239.0,3.0,5.0,0.6,0.0,0.0,342.0,20.0,68.0,14.0,26.0,17.0,18.0,41.0,100.0,0.0,0.0,10.0,12.0,Kyle Prepolec,Kyle,Prepolec,,70.0,170.0,70.0,Southpaw,12,7,0,1989-08-30,0.0,44.0,122.0,0.36,46.0,124.0,0.0,1.0,0.0,0.0,0.0,48.0,23.0,88.0,9.0,19.0,12.0,15.0,42.0,120.0,2.0,2.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,Khabib Nurmagomedov,Dustin Poirier,SUB,Rear Naked Choke,3,126,Khabib Nurmagomedov,Khabib,Nurmagomedov,The Eagle,70.0,155.0,70.0,Orthodox,29,0,0,1988-09-20,0.0,22.0,41.0,0.53,54.0,77.0,7.0,8.0,0.87,2.0,0.0,532.0,16.0,35.0,3.0,3.0,3.0,3.0,10.0,27.0,1.0,1.0,11.0,13.0,Dustin Poirier,Dustin,Poirier,The Diamond,69.0,155.0,72.0,Southpaw,28,6,0,1989-01-19,0.0,12.0,39.0,0.3,30.0,57.0,0.0,0.0,,1.0,0.0,0.0,5.0,26.0,2.0,7.0,5.0,6.0,12.0,38.0,0.0,1.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,Paul Felder,Edson Barboza,S-DEC,,3,300,Paul Felder,Paul,Felder,The Irish Dragon,71.0,155.0,70.0,Orthodox,17,6,0,1984-04-25,0.0,56.0,154.0,0.36,75.0,174.0,0.0,2.0,0.0,0.0,0.0,123.0,41.0,137.0,9.0,10.0,6.0,7.0,51.0,147.0,1.0,1.0,4.0,6.0,Edson Barboza,Edson,Barboza,Junior,71.0,145.0,75.0,Orthodox,22,10,0,1986-01-21,0.0,60.0,114.0,0.52,77.0,133.0,1.0,3.0,0.33,0.0,0.0,109.0,27.0,74.0,19.0,24.0,14.0,16.0,55.0,109.0,0.0,0.0,5.0,5.0
UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,Islam Makhachev,Davi Ramos,U-DEC,,3,300,Islam Makhachev,Islam,Makhachev,,70.0,155.0,70.0,Southpaw,21,1,0,1991-10-27,1.0,43.0,95.0,0.45,88.0,148.0,0.0,1.0,0.0,0.0,0.0,279.0,32.0,81.0,7.0,10.0,4.0,4.0,29.0,74.0,3.0,3.0,11.0,18.0,Davi Ramos,Davi,Ramos,Tasmanian Devil,66.0,155.0,70.0,Orthodox,10,4,0,1986-11-05,0.0,7.0,58.0,0.12,27.0,80.0,0.0,1.0,0.0,0.0,0.0,25.0,5.0,43.0,1.0,14.0,1.0,1.0,5.0,56.0,2.0,2.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Heavyweight,Curtis Blaydes,Shamil Abdurakhimov,KO/TKO,Elbow,2,142,Curtis Blaydes,Curtis,Blaydes,Razor,76.0,265.0,80.0,Orthodox,15,3,0,1991-02-18,0.0,25.0,43.0,0.58,46.0,74.0,5.0,5.0,1.0,0.0,0.0,367.0,23.0,41.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,23.0,33.0,Shamil Abdurakhimov,Shamil,Abdurakhimov,Abrek,75.0,235.0,76.0,Orthodox,20,6,0,1981-09-02,0.0,3.0,8.0,0.37,3.0,8.0,0.0,0.0,,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,Diego Ferreira,Mairbek Taisumov,U-DEC,,3,300,Diego Ferreira,Diego,Ferreira,,69.0,155.0,74.0,Orthodox,17,4,0,1985-01-18,0.0,109.0,326.0,0.33,112.0,329.0,0.0,2.0,0.0,0.0,0.0,19.0,77.0,271.0,25.0,46.0,7.0,9.0,107.0,323.0,2.0,3.0,0.0,0.0,Mairbek Taisumov,Mairbek,Taisumov,Beckan,69.0,155.0,73.0,Orthodox,27,6,0,1988-08-08,0.0,51.0,160.0,0.31,51.0,160.0,0.0,2.0,0.0,0.0,0.0,1.0,40.0,139.0,5.0,13.0,6.0,8.0,51.0,160.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Women's Flyweight,Joanne Calderwood,Andrea Lee,S-DEC,,3,300,Joanne Calderwood,Joanne,Calderwood,JoJo,66.0,125.0,65.0,Orthodox,15,6,0,1985-12-23,0.0,101.0,230.0,0.43,158.0,293.0,2.0,4.0,0.5,0.0,0.0,133.0,40.0,138.0,16.0,38.0,45.0,54.0,94.0,222.0,7.0,8.0,0.0,0.0,Andrea Lee,Andrea,Lee,KGB,66.0,125.0,69.0,Orthodox,12,5,0,1989-02-11,0.0,61.0,137.0,0.44,104.0,185.0,3.0,5.0,0.6,0.0,0.0,259.0,13.0,73.0,26.0,39.0,22.0,25.0,57.0,132.0,2.0,3.0,2.0,2.0
UFC 242: Khabib vs. Poirier,2019-09-07,Featherweight,DRAW,DRAW,S-DEC,,3,300,Zubaira Tukhugov,Zubaira,Tukhugov,Warrior,68.0,145.0,68.0,Orthodox,20,5,1,1991-01-15,1.0,22.0,58.0,0.37,28.0,68.0,6.0,8.0,0.75,0.0,1.0,15.0,20.0,53.0,2.0,5.0,0.0,0.0,10.0,37.0,7.0,11.0,5.0,10.0,Lerone Murphy,Lerone,Murphy,The Miracle,69.0,145.0,73.0,Orthodox,11,0,1,1991-07-22,0.0,28.0,78.0,0.35,65.0,116.0,0.0,0.0,,2.0,1.0,569.0,12.0,55.0,13.0,20.0,3.0,3.0,23.0,73.0,2.0,2.0,3.0,3.0
UFC 242: Khabib vs. Poirier,2019-09-07,Women's Bantamweight,Sarah Moras,Liana Jojua,KO/TKO,Elbows,3,146,Sarah Moras,Sarah,Moras,Cheesecake,67.0,135.0,67.0,Orthodox,6,8,0,1988-04-30,0.0,44.0,88.0,0.5,130.0,191.0,0.0,0.0,,1.0,1.0,395.0,35.0,78.0,6.0,7.0,3.0,3.0,16.0,51.0,1.0,2.0,27.0,35.0,Liana Jojua,Liana,Jojua,She Wolf,64.0,125.0,62.0,Orthodox,8,4,0,1995-03-22,0.0,19.0,45.0,0.42,45.0,77.0,2.0,3.0,0.66,0.0,0.0,140.0,12.0,38.0,6.0,6.0,1.0,1.0,16.0,41.0,1.0,1.0,2.0,3.0
UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,Ottman Azaitar,Teemu Packalen,KO/TKO,Punch,1,213,Ottman Azaitar,Ottman,Azaitar,Bulldozer,68.0,155.0,71.0,Switch,13,0,0,1990-02-20,1.0,27.0,53.0,0.5,27.0,53.0,0.0,0.0,,0.0,0.0,11.0,22.0,44.0,2.0,6.0,3.0,3.0,18.0,40.0,8.0,11.0,1.0,2.0,Teemu Packalen,Teemu,Packalen,Pacu,73.0,155.0,75.0,Orthodox,8,3,0,1987-05-22,0.0,8.0,19.0,0.42,8.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,5.0,6.0,0.0,1.0,3.0,13.0,5.0,6.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Welterweight,Belal Muhammad,Takashi Sato,SUB,Rear Naked Choke,3,115,Belal Muhammad,Belal,Muhammad,Remember the Name,71.0,170.0,72.0,Orthodox,19,3,0,1988-07-09,0.0,49.0,106.0,0.46,78.0,148.0,2.0,9.0,0.22,1.0,0.0,151.0,40.0,85.0,7.0,19.0,2.0,2.0,42.0,98.0,3.0,4.0,4.0,4.0,Takashi Sato,Takashi,Sato,Ten,70.0,170.0,73.0,Southpaw,16,4,0,1990-06-09,0.0,29.0,89.0,0.32,34.0,95.0,1.0,2.0,0.5,0.0,0.0,38.0,23.0,79.0,4.0,8.0,2.0,2.0,29.0,89.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Welterweight,Muslim Salikhov,Nordine Taleb,KO/TKO,Punch,1,266,Muslim Salikhov,Muslim,Salikhov,King of Kung Fu,71.0,170.0,70.0,Orthodox,18,2,0,1984-06-09,1.0,10.0,23.0,0.43,10.0,23.0,0.0,0.0,,0.0,0.0,2.0,1.0,10.0,2.0,6.0,7.0,7.0,10.0,23.0,0.0,0.0,0.0,0.0,Nordine Taleb,Nordine,Taleb,,73.0,170.0,74.0,Orthodox,15,7,0,1981-06-10,0.0,6.0,26.0,0.23,6.0,26.0,0.0,0.0,,0.0,0.0,0.0,3.0,16.0,0.0,5.0,3.0,5.0,6.0,25.0,0.0,0.0,0.0,1.0
UFC 242: Khabib vs. Poirier,2019-09-07,Middleweight,Omari Akhmedov,Zak Cummings,U-DEC,,3,300,Omari Akhmedov,Omari,Akhmedov,Wolverine,72.0,185.0,73.0,Orthodox,21,6,1,1987-10-12,0.0,26.0,77.0,0.33,47.0,106.0,2.0,3.0,0.66,0.0,0.0,219.0,14.0,60.0,5.0,10.0,7.0,7.0,21.0,67.0,0.0,2.0,5.0,8.0,Zak Cummings,Zak,Cummings,,72.0,185.0,75.0,Southpaw,24,7,0,1984-08-02,0.0,17.0,69.0,0.24,24.0,76.0,0.0,0.0,,0.0,0.0,0.0,6.0,51.0,2.0,7.0,9.0,11.0,17.0,69.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,Lightweight,Don Madge,Fares Ziam,U-DEC,,3,300,Don Madge,Don,Madge,Magic Man,72.0,155.0,72.0,Southpaw,9,3,1,1990-11-12,0.0,21.0,49.0,0.42,72.0,111.0,3.0,12.0,0.25,0.0,0.0,577.0,11.0,36.0,6.0,7.0,4.0,6.0,8.0,27.0,3.0,8.0,10.0,14.0,Fares Ziam,Fares,Ziam,Smile Killer,73.0,155.0,75.0,Orthodox,12,3,0,1997-03-21,0.0,10.0,31.0,0.32,70.0,96.0,0.0,4.0,0.0,0.0,0.0,146.0,6.0,26.0,1.0,2.0,3.0,3.0,8.0,25.0,2.0,4.0,0.0,2.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Women's Strawweight,Zhang Weili,Jessica Andrade,KO/TKO,Punch,1,42,Zhang Weili,Zhang,Weili,Magnum,64.0,115.0,63.0,Switch,21,2,0,1989-08-13,1.0,29.0,38.0,0.76,29.0,38.0,0.0,0.0,,0.0,0.0,1.0,16.0,25.0,7.0,7.0,6.0,6.0,15.0,23.0,13.0,13.0,1.0,2.0,Jessica Andrade,Jessica,Andrade,Bate Estaca,61.0,125.0,62.0,Orthodox,22,9,0,1991-09-25,0.0,4.0,12.0,0.33,4.0,12.0,0.0,0.0,,0.0,0.0,5.0,2.0,9.0,1.0,2.0,1.0,1.0,3.0,11.0,1.0,1.0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Welterweight,Li Jingliang,Elizeu Zaleski dos Santos,KO/TKO,Punches,3,291,Li Jingliang,Li,Jingliang,The Leech,72.0,170.0,71.0,Orthodox,18,7,0,1988-03-20,3.0,59.0,128.0,0.46,59.0,128.0,2.0,3.0,0.66,0.0,0.0,22.0,45.0,108.0,4.0,6.0,10.0,14.0,47.0,113.0,8.0,11.0,4.0,4.0,Elizeu Zaleski dos Santos,Elizeu,Zaleski dos Santos,Capoeira,71.0,170.0,73.0,Orthodox,23,7,0,1986-12-11,0.0,54.0,160.0,0.33,55.0,162.0,0.0,1.0,0.0,0.0,0.0,24.0,23.0,114.0,21.0,33.0,10.0,13.0,51.0,156.0,3.0,4.0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Flyweight,Kai Kara-France,Mark De La Rosa,U-DEC,,3,300,Kai Kara-France,Kai,Kara-France,Don't Blink,64.0,125.0,69.0,Orthodox,22,9,0,1993-03-26,1.0,91.0,193.0,0.47,93.0,195.0,1.0,1.0,1.0,0.0,0.0,20.0,58.0,146.0,9.0,19.0,24.0,28.0,85.0,183.0,2.0,3.0,4.0,7.0,Mark De La Rosa,Mark,De La Rosa,Bumblebee,66.0,135.0,65.0,Orthodox,11,5,0,1994-08-31,0.0,60.0,195.0,0.3,63.0,198.0,1.0,7.0,0.14,0.0,0.0,72.0,51.0,174.0,4.0,10.0,5.0,11.0,58.0,192.0,2.0,3.0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Welterweight,Song Kenan,Derrick Krantz,U-DEC,,3,300,Song Kenan,Song,Kenan,The Assassin,72.0,170.0,71.0,Orthodox,16,6,0,1990-03-10,0.0,58.0,128.0,0.45,61.0,131.0,0.0,0.0,,0.0,1.0,36.0,44.0,98.0,6.0,19.0,8.0,11.0,54.0,122.0,4.0,6.0,0.0,0.0,Derrick Krantz,Derrick,Krantz,D-Rock,70.0,170.0,72.0,Orthodox,22,12,0,1988-01-13,0.0,33.0,85.0,0.38,52.0,105.0,3.0,6.0,0.5,1.0,1.0,338.0,23.0,74.0,6.0,7.0,4.0,4.0,30.0,78.0,1.0,4.0,2.0,3.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Women's Flyweight,Inoue Mizuki,Wu Yanan,S-DEC,,3,300,Inoue Mizuki,Inoue,Mizuki,,63.0,125.0,65.0,Orthodox,14,6,0,1994-08-19,0.0,93.0,204.0,0.45,102.0,214.0,0.0,4.0,0.0,0.0,0.0,36.0,86.0,195.0,7.0,9.0,0.0,0.0,74.0,182.0,19.0,22.0,0.0,0.0,Wu Yanan,Wu,Yanan,Mulan,68.0,125.0,66.0,Orthodox,11,4,0,1996-04-18,0.0,123.0,270.0,0.45,136.0,283.0,0.0,4.0,0.0,0.0,0.0,29.0,65.0,198.0,41.0,51.0,17.0,21.0,95.0,235.0,28.0,35.0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Middleweight,Anthony Hernandez,Junyong Park,SUB,Anaconda Choke,2,279,Anthony Hernandez,Anthony,Hernandez,Fluffy,72.0,185.0,75.0,Orthodox,8,2,0,1993-10-18,0.0,59.0,110.0,0.53,74.0,129.0,6.0,9.0,0.66,1.0,0.0,272.0,51.0,102.0,7.0,7.0,1.0,1.0,49.0,97.0,3.0,6.0,7.0,7.0,Junyong Park,Junyong,Park,The Iron Turtle,70.0,185.0,73.0,Orthodox,13,5,0,1991-02-27,0.0,81.0,148.0,0.54,84.0,152.0,0.0,0.0,,0.0,0.0,16.0,76.0,142.0,5.0,6.0,0.0,0.0,73.0,136.0,8.0,12.0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Bantamweight,Sumudaerji,Andre Soukhamthath,U-DEC,,3,300,Sumudaerji,,Sumudaerji,The Tibetan Eagle,68.0,125.0,72.0,Southpaw,14,4,0,1996-01-20,0.0,93.0,157.0,0.59,103.0,168.0,1.0,1.0,1.0,0.0,0.0,218.0,72.0,127.0,10.0,17.0,11.0,13.0,64.0,111.0,3.0,3.0,26.0,43.0,Andre Soukhamthath,Andre,Soukhamthath,The Asian Sensation,69.0,135.0,70.0,Orthodox,13,8,0,1988-10-23,0.0,23.0,72.0,0.31,27.0,76.0,0.0,3.0,0.0,0.0,0.0,87.0,13.0,55.0,4.0,9.0,6.0,8.0,20.0,64.0,2.0,4.0,1.0,4.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Light Heavyweight,Da-Un Jung,Khadis Ibragimov,SUB,Guillotine Choke,3,119,Da-Un Jung,Da-Un,Jung,Sseda,76.0,205.0,78.0,Orthodox,14,2,1,1993-12-07,0.0,81.0,190.0,0.42,86.0,195.0,0.0,1.0,0.0,1.0,0.0,5.0,69.0,176.0,12.0,14.0,0.0,0.0,69.0,177.0,12.0,13.0,0.0,0.0,Khadis Ibragimov,Khadis,Ibragimov,,75.0,205.0,78.0,Orthodox,8,4,0,1995-05-21,0.0,88.0,167.0,0.52,95.0,175.0,1.0,6.0,0.16,0.0,0.0,190.0,83.0,161.0,4.0,5.0,1.0,1.0,70.0,137.0,18.0,30.0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,Lightweight,Damir Ismagulov,Thiago Moises,U-DEC,,3,300,Damir Ismagulov,Damir,Ismagulov,,70.0,155.0,74.0,Orthodox,23,1,0,1991-02-03,1.0,71.0,188.0,0.37,73.0,191.0,0.0,5.0,0.0,0.0,0.0,76.0,28.0,132.0,21.0,34.0,22.0,22.0,58.0,168.0,2.0,3.0,11.0,17.0,Thiago Moises,Thiago,Moises,,69.0,155.0,70.0,Orthodox,15,5,0,1995-03-23,0.0,36.0,114.0,0.31,37.0,115.0,0.0,3.0,0.0,0.0,0.0,24.0,16.0,88.0,7.0,10.0,13.0,16.0,32.0,110.0,4.0,4.0,0.0,0.0
