Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,First Name F_1,Last Name F_1,Nickname F_1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,First Name F_2,Last Name F_2,Nickname F_2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Lewis vs. Hunt,2017-06-10,Lightweight,Vinc Pichel,Damien Brown,KO/TKO,Punch,1,217,Vinc Pichel,Vinc,Pichel,From Hell,70.0,155.0,72.0,Orthodox,14,2,0,1982-11-23,1.0,19.0,38.0,0.5,19.0,38.0,0.0,0.0,,0.0,0.0,2.0,13.0,29.0,4.0,4.0,2.0,5.0,14.0,31.0,2.0,2.0,3.0,5.0,Damien Brown,Damien,Brown,Beatdown,70.0,155.0,68.0,Orthodox,17,12,0,1984-12-25,0.0,21.0,56.0,0.37,21.0,56.0,0.0,0.0,,0.0,0.0,0.0,16.0,51.0,1.0,1.0,4.0,4.0,18.0,53.0,3.0,3.0,0.0,0.0
UFC Fight Night: Lewis vs. Hunt,2017-06-10,Welterweight,Luke Jumeau,Dominique Steele,U-DEC,,3,300,Luke Jumeau,Luke,Jumeau,The Jedi,71.0,170.0,72.0,Orthodox,13,5,0,1988-02-12,0.0,40.0,83.0,0.48,59.0,103.0,0.0,0.0,,0.0,0.0,98.0,27.0,66.0,9.0,11.0,4.0,6.0,31.0,69.0,9.0,14.0,0.0,0.0,Dominique Steele,Dominique,Steele,Non-Stop Action-Packed,70.0,170.0,74.0,Orthodox,14,9,0,1988-01-27,0.0,44.0,83.0,0.53,63.0,103.0,1.0,11.0,0.09,0.0,0.0,340.0,25.0,56.0,15.0,21.0,4.0,6.0,23.0,57.0,12.0,16.0,9.0,10.0
UFC Fight Night: Lewis vs. Hunt,2017-06-10,Flyweight,John Moraga,Ashkan Mokhtarian,U-DEC,,3,300,John Moraga,John,Moraga,,66.0,125.0,66.0,Orthodox,19,7,0,1984-03-20,0.0,56.0,87.0,0.64,73.0,107.0,2.0,2.0,1.0,4.0,0.0,467.0,46.0,73.0,7.0,11.0,3.0,3.0,15.0,34.0,5.0,9.0,36.0,44.0,Ashkan Mokhtarian,Ashkan,Mokhtarian,The Assassin,66.0,125.0,67.0,Southpaw,13,3,0,1985-09-15,0.0,12.0,23.0,0.52,15.0,29.0,1.0,3.0,0.33,0.0,0.0,129.0,2.0,11.0,2.0,2.0,8.0,10.0,10.0,21.0,0.0,0.0,2.0,2.0
UFC Fight Night: Lewis vs. Hunt,2017-06-10,Welterweight,Zak Ottow,Kiichi Kunimoto,S-DEC,,3,300,Zak Ottow,Zak,Ottow,The Barbarian,71.0,170.0,72.0,Orthodox,17,7,0,1986-12-22,0.0,37.0,76.0,0.48,98.0,145.0,2.0,3.0,0.66,0.0,1.0,142.0,20.0,53.0,7.0,13.0,10.0,10.0,32.0,70.0,2.0,3.0,3.0,3.0,Kiichi Kunimoto,Kiichi,Kunimoto,Strasser,70.0,170.0,71.0,Orthodox,18,7,2,1981-05-01,0.0,25.0,47.0,0.53,84.0,116.0,2.0,5.0,0.4,0.0,1.0,420.0,11.0,28.0,2.0,2.0,12.0,17.0,17.0,38.0,3.0,3.0,5.0,6.0
UFC Fight Night: Lewis vs. Hunt,2017-06-10,Women's Strawweight,JJ Aldrich,Chan-Mi Jeon,U-DEC,,3,300,JJ Aldrich,JJ,Aldrich,,65.0,125.0,67.0,Southpaw,10,4,0,1992-09-29,0.0,98.0,245.0,0.4,98.0,245.0,0.0,0.0,,0.0,0.0,0.0,71.0,209.0,7.0,13.0,20.0,23.0,91.0,236.0,7.0,9.0,0.0,0.0,Chan-Mi Jeon,Chan-Mi,Jeon,,65.0,115.0,,Orthodox,5,2,0,1997-08-28,0.0,92.0,250.0,0.36,93.0,252.0,0.0,0.0,,0.0,0.0,2.0,47.0,183.0,15.0,30.0,30.0,37.0,88.0,244.0,2.0,4.0,2.0,2.0
UFC 212: Aldo vs. Holloway,2017-06-03,Featherweight,Max Holloway,Jose Aldo,KO/TKO,Punches,3,253,Max Holloway,Max,Holloway,Blessed,71.0,145.0,69.0,Orthodox,22,6,0,1991-12-04,1.0,104.0,207.0,0.5,128.0,234.0,0.0,0.0,,0.0,0.0,124.0,87.0,185.0,16.0,21.0,1.0,1.0,61.0,149.0,2.0,3.0,41.0,55.0,Jose Aldo,Jose,Aldo,,67.0,135.0,70.0,Orthodox,30,7,0,1986-09-09,0.0,55.0,113.0,0.48,56.0,115.0,0.0,0.0,,0.0,0.0,0.0,41.0,93.0,13.0,19.0,1.0,1.0,53.0,111.0,2.0,2.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Women's Strawweight,Claudia Gadelha,Karolina Kowalkiewicz,SUB,Rear Naked Choke,1,183,Claudia Gadelha,Claudia,Gadelha,Claudinha,64.0,115.0,63.0,Orthodox,18,5,0,1988-12-07,0.0,8.0,28.0,0.28,8.0,28.0,1.0,2.0,0.5,1.0,0.0,46.0,6.0,24.0,2.0,3.0,0.0,1.0,6.0,26.0,2.0,2.0,0.0,0.0,Karolina Kowalkiewicz,Karolina,Kowalkiewicz,,63.0,115.0,64.0,Orthodox,12,7,0,1985-10-15,0.0,9.0,37.0,0.24,12.0,40.0,0.0,0.0,,0.0,0.0,0.0,6.0,33.0,0.0,1.0,3.0,3.0,9.0,36.0,0.0,1.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Middleweight,Vitor Belfort,Nate Marquardt,U-DEC,,3,300,Vitor Belfort,Vitor,Belfort,The Phenom,72.0,185.0,74.0,Southpaw,26,14,0,1977-04-01,0.0,37.0,78.0,0.47,38.0,80.0,0.0,0.0,,0.0,0.0,0.0,30.0,69.0,6.0,8.0,1.0,1.0,25.0,58.0,11.0,19.0,1.0,1.0,Nate Marquardt,Nate,Marquardt,The Great,72.0,185.0,74.0,Orthodox,35,19,2,1979-04-20,0.0,57.0,113.0,0.5,68.0,124.0,1.0,2.0,0.5,0.0,0.0,63.0,21.0,74.0,16.0,18.0,20.0,21.0,52.0,108.0,5.0,5.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Middleweight,Paulo Costa,Oluwale Bamgbose,KO/TKO,Punches,2,66,Paulo Costa,Paulo,Costa,The Eraser,73.0,205.0,72.0,Orthodox,13,2,0,1991-04-21,0.0,43.0,80.0,0.53,50.0,88.0,0.0,1.0,0.0,0.0,0.0,15.0,24.0,57.0,18.0,22.0,1.0,1.0,15.0,35.0,15.0,24.0,13.0,21.0,Oluwale Bamgbose,Oluwale,Bamgbose,Holy War Angel,71.0,185.0,78.0,Switch,6,4,0,1987-08-04,0.0,33.0,62.0,0.53,40.0,69.0,2.0,5.0,0.4,0.0,0.0,82.0,12.0,34.0,16.0,23.0,5.0,5.0,19.0,46.0,14.0,16.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Welterweight,Yancy Medeiros,Erick Silva,KO/TKO,Punch,2,121,Yancy Medeiros,Yancy,Medeiros,,70.0,155.0,75.0,Orthodox,15,8,0,1987-09-07,1.0,33.0,94.0,0.35,34.0,96.0,0.0,0.0,,0.0,0.0,11.0,26.0,82.0,5.0,9.0,2.0,3.0,27.0,82.0,1.0,4.0,5.0,8.0,Erick Silva,Erick,Silva,,72.0,170.0,74.0,Orthodox,19,9,0,1984-06-21,0.0,29.0,56.0,0.51,29.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,33.0,10.0,16.0,7.0,7.0,28.0,55.0,1.0,1.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Bantamweight,Raphael Assuncao,Marlon Moraes,S-DEC,,3,300,Raphael Assuncao,Raphael,Assuncao,,65.0,135.0,66.0,Orthodox,27,8,0,1982-07-19,0.0,43.0,134.0,0.32,43.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,95.0,4.0,13.0,18.0,26.0,42.0,132.0,1.0,2.0,0.0,0.0,Marlon Moraes,Marlon,Moraes,Magic,66.0,135.0,67.0,Orthodox,23,9,1,1988-04-26,0.0,44.0,150.0,0.29,44.0,150.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,113.0,14.0,20.0,15.0,17.0,44.0,149.0,0.0,1.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Middleweight,Antonio Carlos Junior,Eric Spicely,SUB,Rear Naked Choke,2,229,Antonio Carlos Junior,Antonio,Carlos Junior,Cara de Sapato,74.0,185.0,79.0,Orthodox,11,5,0,1990-03-16,0.0,12.0,23.0,0.52,37.0,56.0,1.0,1.0,1.0,2.0,0.0,288.0,9.0,19.0,2.0,3.0,1.0,1.0,1.0,7.0,0.0,1.0,11.0,15.0,Eric Spicely,Eric,Spicely,Zebrinha,73.0,185.0,73.0,Orthodox,12,6,0,1986-09-29,0.0,17.0,26.0,0.65,39.0,49.0,1.0,2.0,0.5,0.0,0.0,35.0,17.0,26.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,16.0,20.0
UFC 212: Aldo vs. Holloway,2017-06-03,Bantamweight,Matthew Lopez,Johnny Eduardo,KO/TKO,Punches,1,177,Matthew Lopez,Matthew,Lopez,,67.0,135.0,69.0,Southpaw,10,4,0,1987-01-21,0.0,43.0,57.0,0.75,59.0,73.0,1.0,1.0,1.0,0.0,0.0,76.0,43.0,57.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,39.0,45.0,Johnny Eduardo,Johnny,Eduardo,,67.0,135.0,71.0,Orthodox,28,13,0,1978-08-03,0.0,16.0,30.0,0.53,16.0,30.0,0.0,0.0,,1.0,0.0,0.0,11.0,23.0,0.0,1.0,5.0,6.0,16.0,30.0,0.0,0.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Bantamweight,Brian Kelleher,Iuri Alcantara,SUB,Guillotine Choke,1,108,Brian Kelleher,Brian,Kelleher,Boom,66.0,135.0,66.0,Switch,23,12,0,1986-08-19,0.0,4.0,15.0,0.26,4.0,15.0,0.0,0.0,,1.0,0.0,0.0,1.0,8.0,2.0,4.0,1.0,3.0,4.0,14.0,0.0,1.0,0.0,0.0,Iuri Alcantara,Iuri,Alcantara,Marajo,69.0,135.0,71.0,Southpaw,35,10,0,1980-08-04,0.0,12.0,28.0,0.42,12.0,29.0,1.0,1.0,1.0,0.0,0.0,7.0,8.0,21.0,4.0,6.0,0.0,1.0,10.0,26.0,2.0,2.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Women's Strawweight,Viviane Pereira,Jamie Moyle,U-DEC,,3,300,Viviane Pereira,Viviane,Pereira,Sucuri,61.0,115.0,63.0,Orthodox,13,2,0,1993-08-28,0.0,80.0,208.0,0.38,101.0,232.0,0.0,0.0,,0.0,0.0,113.0,66.0,183.0,10.0,20.0,4.0,5.0,71.0,190.0,6.0,10.0,3.0,8.0,Jamie Moyle,Jamie,Moyle,,61.0,115.0,65.0,Orthodox,4,3,0,1989-03-17,0.0,80.0,156.0,0.51,85.0,161.0,0.0,1.0,0.0,0.0,0.0,9.0,36.0,103.0,28.0,34.0,16.0,19.0,64.0,136.0,13.0,16.0,3.0,4.0
UFC 212: Aldo vs. Holloway,2017-06-03,Welterweight,Luan Chagas,Jim Wallhead,SUB,Rear Naked Choke,2,288,Luan Chagas,Luan,Chagas,Tarzan,72.0,170.0,75.0,Orthodox,15,3,1,1993-06-17,1.0,95.0,157.0,0.6,95.0,157.0,0.0,2.0,0.0,1.0,0.0,19.0,72.0,128.0,4.0,8.0,19.0,21.0,88.0,149.0,4.0,5.0,3.0,3.0,Jim Wallhead,Jim,Wallhead,Judo,70.0,170.0,,Orthodox,29,11,0,1984-03-14,0.0,32.0,160.0,0.2,33.0,161.0,0.0,2.0,0.0,0.0,0.0,7.0,24.0,146.0,7.0,13.0,1.0,1.0,31.0,159.0,1.0,1.0,0.0,0.0
UFC 212: Aldo vs. Holloway,2017-06-03,Flyweight,Deiveson Figueiredo,Marco Beltran,KO/TKO,,2,300,Deiveson Figueiredo,Deiveson,Figueiredo,Deus da Guerra,65.0,125.0,68.0,Orthodox,20,2,1,1987-12-18,1.0,17.0,26.0,0.65,21.0,31.0,2.0,3.0,0.66,4.0,0.0,288.0,10.0,17.0,6.0,8.0,1.0,1.0,8.0,12.0,1.0,1.0,8.0,13.0,Marco Beltran,Marco,Beltran,Psycho,68.0,125.0,69.0,Orthodox,8,6,0,1986-05-18,0.0,16.0,40.0,0.4,19.0,43.0,0.0,0.0,,0.0,0.0,114.0,11.0,33.0,0.0,2.0,5.0,5.0,9.0,24.0,0.0,0.0,7.0,16.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Light Heavyweight,Alexander Gustafsson,Glover Teixeira,KO/TKO,Punches,5,67,Alexander Gustafsson,Alexander,Gustafsson,The Mauler,77.0,205.0,79.0,Orthodox,18,7,0,1987-01-15,2.0,97.0,228.0,0.42,108.0,239.0,1.0,3.0,0.33,0.0,0.0,169.0,77.0,197.0,11.0,21.0,9.0,10.0,77.0,198.0,7.0,14.0,13.0,16.0,Glover Teixeira,Glover,Teixeira,,74.0,205.0,76.0,Orthodox,33,7,0,1979-10-28,0.0,42.0,134.0,0.31,62.0,155.0,1.0,5.0,0.2,0.0,0.0,34.0,34.0,123.0,7.0,10.0,1.0,1.0,39.0,126.0,3.0,8.0,0.0,0.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Light Heavyweight,Volkan Oezdemir,Misha Cirkunov,KO/TKO,Punch,1,28,Volkan Oezdemir,Volkan,Oezdemir,No Time,74.0,205.0,75.0,Orthodox,17,6,0,1989-09-19,1.0,5.0,7.0,0.71,5.0,7.0,0.0,0.0,,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,2.0,Misha Cirkunov,Misha,Cirkunov,,75.0,205.0,77.0,Orthodox,15,7,0,1987-02-27,0.0,9.0,19.0,0.47,9.0,19.0,0.0,0.0,,0.0,0.0,0.0,7.0,16.0,2.0,3.0,0.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Welterweight,Peter Sobotta,Ben Saunders,KO/TKO,Knee,2,149,Peter Sobotta,Peter,Sobotta,,72.0,170.0,75.0,Southpaw,17,7,1,1987-01-11,3.0,46.0,97.0,0.47,50.0,102.0,0.0,0.0,,0.0,0.0,63.0,40.0,90.0,1.0,2.0,5.0,5.0,36.0,79.0,1.0,2.0,9.0,16.0,Ben Saunders,Ben,Saunders,Killa B,74.0,170.0,77.0,Orthodox,22,13,2,1983-04-13,0.0,19.0,68.0,0.27,23.0,74.0,0.0,0.0,,0.0,0.0,0.0,9.0,44.0,7.0,17.0,3.0,7.0,14.0,62.0,0.0,1.0,5.0,5.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Welterweight,Omari Akhmedov,Abdul Razak Alhassan,S-DEC,,3,300,Omari Akhmedov,Omari,Akhmedov,Wolverine,72.0,185.0,73.0,Orthodox,21,6,1,1987-10-12,0.0,52.0,153.0,0.33,99.0,213.0,6.0,9.0,0.66,0.0,0.0,340.0,42.0,140.0,6.0,9.0,4.0,4.0,38.0,126.0,2.0,5.0,12.0,22.0,Abdul Razak Alhassan,Abdul,Razak Alhassan,,70.0,185.0,73.0,Orthodox,11,4,0,1985-08-11,0.0,43.0,99.0,0.43,44.0,102.0,0.0,0.0,,0.0,1.0,1.0,37.0,88.0,3.0,5.0,3.0,6.0,37.0,91.0,6.0,8.0,0.0,0.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Welterweight,Nordine Taleb,Oliver Enkamp,U-DEC,,3,300,Nordine Taleb,Nordine,Taleb,,73.0,170.0,74.0,Orthodox,15,7,0,1981-06-10,0.0,57.0,88.0,0.64,71.0,103.0,2.0,2.0,1.0,0.0,1.0,272.0,38.0,63.0,9.0,11.0,10.0,14.0,39.0,67.0,6.0,8.0,12.0,13.0,Oliver Enkamp,Oliver,Enkamp,,72.0,170.0,77.0,Switch,7,2,0,1991-08-10,0.0,34.0,101.0,0.33,44.0,114.0,1.0,5.0,0.2,0.0,0.0,47.0,15.0,68.0,14.0,24.0,5.0,9.0,22.0,84.0,12.0,17.0,0.0,0.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Middleweight,Jack Hermansson,Alex Nicholson,KO/TKO,Punches,1,120,Jack Hermansson,Jack,Hermansson,The Joker,73.0,185.0,77.0,Orthodox,22,6,0,1988-06-10,0.0,23.0,29.0,0.79,39.0,47.0,1.0,1.0,1.0,0.0,0.0,98.0,23.0,29.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,22.0,27.0,Alex Nicholson,Alex,Nicholson,The Spartan,76.0,185.0,77.0,Orthodox,7,4,0,1990-05-02,0.0,1.0,4.0,0.25,3.0,6.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Bantamweight,Pedro Munhoz,Damian Stasiak,U-DEC,,3,300,Pedro Munhoz,Pedro,Munhoz,The Young Punisher,66.0,135.0,65.0,Orthodox,19,6,0,1986-09-07,0.0,65.0,151.0,0.43,72.0,158.0,3.0,10.0,0.3,1.0,0.0,147.0,39.0,107.0,11.0,24.0,15.0,20.0,53.0,130.0,10.0,18.0,2.0,3.0,Damian Stasiak,Damian,Stasiak,Webster,65.0,135.0,70.0,Orthodox,10,6,0,1990-02-20,0.0,44.0,151.0,0.29,44.0,151.0,2.0,6.0,0.33,0.0,0.0,13.0,35.0,130.0,7.0,19.0,2.0,2.0,43.0,148.0,1.0,3.0,0.0,0.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Middleweight,Trevor Smith,Chris Camozzi,U-DEC,,3,300,Trevor Smith,Trevor,Smith,Hot Sauce,75.0,185.0,75.0,Orthodox,15,10,0,1981-01-05,1.0,39.0,60.0,0.65,92.0,123.0,4.0,7.0,0.57,0.0,0.0,804.0,22.0,39.0,14.0,14.0,3.0,7.0,5.0,10.0,6.0,10.0,28.0,40.0,Chris Camozzi,Chris,Camozzi,,74.0,185.0,75.0,Orthodox,24,13,0,1986-11-20,0.0,10.0,18.0,0.55,37.0,48.0,0.0,0.0,,1.0,0.0,0.0,6.0,13.0,3.0,4.0,1.0,1.0,3.0,9.0,6.0,7.0,1.0,2.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Lightweight,Joaquim Silva,Reza Madadi,S-DEC,,3,300,Joaquim Silva,Joaquim,Silva,Netto BJJ,68.0,155.0,69.0,Southpaw,11,4,0,1989-02-05,0.0,40.0,142.0,0.28,69.0,186.0,0.0,0.0,,1.0,0.0,121.0,30.0,127.0,10.0,14.0,0.0,1.0,28.0,112.0,4.0,11.0,8.0,19.0,Reza Madadi,Reza,Madadi,Mad Dog,71.0,155.0,73.0,Orthodox,14,6,0,1978-06-20,0.0,26.0,62.0,0.41,69.0,106.0,5.0,13.0,0.38,0.0,0.0,338.0,18.0,53.0,8.0,9.0,0.0,0.0,17.0,46.0,7.0,12.0,2.0,4.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Welterweight,Bojan Velickovic,Nicholas Musoke,KO/TKO,Punch,3,277,Bojan Velickovic,Bojan,Velickovic,Serbian Steel,72.0,170.0,76.0,Southpaw,15,6,1,1988-12-18,1.0,53.0,123.0,0.43,107.0,179.0,1.0,4.0,0.25,0.0,0.0,29.0,37.0,104.0,3.0,3.0,13.0,16.0,50.0,118.0,2.0,4.0,1.0,1.0,Nicholas Musoke,Nicholas,Musoke,Nico,72.0,170.0,75.0,Orthodox,13,5,0,1986-04-05,0.0,49.0,173.0,0.28,69.0,195.0,1.0,5.0,0.2,0.0,0.0,189.0,41.0,164.0,5.0,5.0,3.0,4.0,43.0,166.0,3.0,3.0,3.0,4.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Welterweight,Darren Till,Jessin Ayari,U-DEC,,3,300,Darren Till,Darren,Till,The Gorilla,72.0,185.0,74.0,Southpaw,18,4,1,1992-12-24,1.0,31.0,69.0,0.44,33.0,72.0,2.0,3.0,0.66,0.0,0.0,176.0,27.0,65.0,2.0,2.0,2.0,2.0,19.0,55.0,1.0,1.0,11.0,13.0,Jessin Ayari,Jessin,Ayari,,72.0,155.0,73.0,Orthodox,16,6,0,1992-05-31,0.0,28.0,112.0,0.25,41.0,127.0,0.0,5.0,0.0,1.0,0.0,46.0,21.0,105.0,5.0,5.0,2.0,2.0,13.0,92.0,11.0,15.0,4.0,5.0
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Lightweight,Damir Hadzovic,Marcin Held,KO/TKO,Knee,3,7,Damir Hadzovic,Damir,Hadzovic,The Bosnian Bomber,69.0,155.0,70.0,Orthodox,14,6,0,1986-08-08,1.0,14.0,30.0,0.46,19.0,35.0,0.0,1.0,0.0,0.0,0.0,22.0,12.0,28.0,2.0,2.0,0.0,0.0,12.0,28.0,1.0,1.0,1.0,1.0,Marcin Held,Marcin,Held,,69.0,155.0,71.0,Orthodox,23,7,0,1992-01-18,0.0,31.0,66.0,0.46,62.0,103.0,4.0,4.0,1.0,1.0,0.0,440.0,30.0,65.0,1.0,1.0,0.0,0.0,13.0,42.0,6.0,8.0,12.0,16.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Heavyweight,Stipe Miocic,Junior Dos Santos,KO/TKO,Punch,1,142,Stipe Miocic,Stipe,Miocic,,76.0,240.0,80.0,Orthodox,20,4,0,1982-08-19,1.0,26.0,56.0,0.46,26.0,56.0,0.0,0.0,,0.0,0.0,5.0,23.0,50.0,0.0,2.0,3.0,4.0,15.0,39.0,3.0,4.0,8.0,13.0,Junior Dos Santos,Junior,Dos Santos,Cigano,76.0,238.0,77.0,Orthodox,21,9,0,1984-01-30,0.0,12.0,18.0,0.66,12.0,18.0,0.0,0.0,,0.0,0.0,0.0,4.0,9.0,3.0,4.0,5.0,5.0,12.0,18.0,0.0,0.0,0.0,0.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Women's Strawweight,Joanna Jedrzejczyk,Jessica Andrade,U-DEC,,5,300,Joanna Jedrzejczyk,Joanna,Jedrzejczyk,,66.0,115.0,65.0,Orthodox,16,4,0,1987-08-18,0.0,225.0,352.0,0.63,230.0,357.0,0.0,0.0,,0.0,0.0,16.0,101.0,211.0,49.0,63.0,75.0,78.0,193.0,307.0,32.0,45.0,0.0,0.0,Jessica Andrade,Jessica,Andrade,Bate Estaca,61.0,125.0,62.0,Orthodox,22,9,0,1991-09-25,0.0,83.0,218.0,0.38,94.0,230.0,2.0,10.0,0.2,0.0,0.0,211.0,51.0,163.0,15.0,35.0,17.0,20.0,58.0,178.0,24.0,39.0,1.0,1.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Welterweight,Demian Maia,Jorge Masvidal,S-DEC,,3,300,Demian Maia,Demian,Maia,,73.0,170.0,72.0,Southpaw,28,11,0,1977-11-06,0.0,23.0,38.0,0.6,67.0,93.0,4.0,12.0,0.33,0.0,1.0,533.0,22.0,37.0,0.0,0.0,1.0,1.0,2.0,11.0,6.0,8.0,15.0,19.0,Jorge Masvidal,Jorge,Masvidal,Gamebred,71.0,170.0,74.0,Orthodox,35,15,0,1984-11-12,0.0,39.0,63.0,0.61,55.0,80.0,0.0,0.0,,0.0,0.0,53.0,27.0,48.0,7.0,9.0,5.0,6.0,15.0,29.0,6.0,6.0,18.0,28.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Featherweight,Frankie Edgar,Yair Rodriguez,KO/TKO,,2,300,Frankie Edgar,Frankie,Edgar,The Answer,66.0,135.0,68.0,Orthodox,23,9,1,1981-10-16,0.0,72.0,103.0,0.69,96.0,130.0,1.0,3.0,0.33,0.0,0.0,506.0,67.0,98.0,5.0,5.0,0.0,0.0,3.0,16.0,0.0,0.0,69.0,87.0,Yair Rodriguez,Yair,Rodriguez,El Pantera,71.0,145.0,71.0,Orthodox,13,2,0,1992-10-06,0.0,16.0,42.0,0.38,29.0,57.0,0.0,0.0,,1.0,0.0,0.0,14.0,39.0,1.0,1.0,1.0,2.0,3.0,18.0,2.0,4.0,11.0,20.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Middleweight,David Branch,Krzysztof Jotko,S-DEC,,3,300,David Branch,David,Branch,,73.0,185.0,78.0,Orthodox,22,6,0,1981-09-26,0.0,39.0,122.0,0.31,93.0,181.0,2.0,7.0,0.28,0.0,0.0,312.0,16.0,90.0,13.0,21.0,10.0,11.0,23.0,97.0,11.0,18.0,5.0,7.0,Krzysztof Jotko,Krzysztof,Jotko,,73.0,185.0,77.0,Southpaw,23,5,0,1989-08-19,0.0,28.0,85.0,0.32,49.0,110.0,1.0,2.0,0.5,0.0,0.0,57.0,17.0,69.0,11.0,16.0,0.0,0.0,13.0,64.0,15.0,20.0,0.0,1.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Lightweight,NO CONTEST,NO CONTEST,CNC,,2,242,Eddie Alvarez,Eddie,Alvarez,,69.0,155.0,69.0,Orthodox,29,6,0,1984-01-11,0.0,44.0,127.0,0.34,44.0,128.0,1.0,4.0,0.25,0.0,0.0,76.0,32.0,111.0,11.0,13.0,1.0,3.0,36.0,112.0,5.0,12.0,3.0,3.0,Dustin Poirier,Dustin,Poirier,The Diamond,69.0,155.0,72.0,Southpaw,28,6,0,1989-01-19,0.0,73.0,144.0,0.5,79.0,150.0,0.0,0.0,,2.0,0.0,0.0,61.0,128.0,7.0,11.0,5.0,5.0,61.0,127.0,12.0,17.0,0.0,0.0
UFC 211: Miocic vs. Dos Santos,2017-05-13,Featherweight,Jason Knight,Chas Skelly,KO/TKO,Punch,3,39,Jason Knight,Jason,Knight,The Kid,70.0,145.0,71.0,Orthodox,20,5,0,1992-07-14,1.0,59.0,109.0,0.54,65.0,116.0,2.0,2.0,1.0,3.0,2.0,105.0,46.0,90.0,7.0,11.0,6.0,8.0,30.0,72.0,6.0,8.0,23.0,29.0,Chas Skelly,Chas,Skelly,The Scrapper,71.0,145.0,72.0,Orthodox,18,3,0,1985-05-11,0.0,29.0,63.0,0.46,37.0,71.0,1.0,6.0,0.16,0.0,1.0,231.0,23.0,54.0,4.0,7.0,2.0,2.0,28.0,61.0,1.0,1.0,0.0,1.0
