Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 197: Jones vs Saint Preux,2016-04-23,Middleweight,Robert Whittaker,Rafael Natal,Decision,Unanimous Decision,3,300,Robert Whittaker,72,185,73,Orthodox,24,5,0,1990-12-20,0,89,176,0.5,92,179,0,0,0.0,0,0,2,51,129,10,11,28,36,83,166,2,4,4,6,Rafael Natal,72,185,77,Orthodox,21,9,1,1982-12-25,0,62,137,0.45,63,138,0,4,0.0,0,0,0,36,95,4,15,22,27,61,135,1,2,0,0
UFC 197: Jones vs Saint Preux,2016-04-23,Featherweight,Yair Rodriguez,Andre Fili,KO/TKO,Kick,2,135,Yair Rodriguez,71,145,71,Orthodox,13,2,0,1992-10-06,1,25,53,0.47,39,68,2,2,1.0,0,0,234,11,37,7,9,7,7,16,37,0,0,9,16,Andre Fili,71,145,74,Orthodox,21,8,0,1990-06-25,0,11,31,0.35,20,40,1,2,0.5,0,0,7,6,24,4,5,1,2,9,27,0,0,2,4
UFC 197: Jones vs Saint Preux,2016-04-23,Flyweight,Sergio Pettis,Chris Kelades,Decision,Unanimous Decision,3,300,Sergio Pettis,66,125,69,Orthodox,18,5,0,1993-08-18,0,61,112,0.54,85,140,2,10,0.2,0,1,295,53,103,1,2,7,7,53,100,7,11,1,1,Chris Kelades,67,125,68,Orthodox,9,3,0,1981-02-21,0,35,112,0.31,69,148,1,7,0.14,0,0,115,22,93,7,12,6,7,21,94,12,16,2,2
UFC 197: Jones vs Saint Preux,2016-04-23,Welterweight,Danny Roberts,Dominique Steele,Decision,Unanimous Decision,3,300,Danny Roberts,73,170,74,Southpaw,18,5,0,1987-07-14,0,60,112,0.53,66,119,0,0,0.0,0,0,65,34,78,23,30,3,4,27,68,23,33,10,11,Dominique Steele,70,170,74,Orthodox,14,9,0,1988-01-27,1,34,75,0.45,56,98,6,14,0.42,0,0,459,20,55,11,17,3,3,12,33,19,36,3,6
UFC 197: Jones vs Saint Preux,2016-04-23,Women's Strawweight,Carla Esparza,Juliana Lima,Decision,Unanimous Decision,3,300,Carla Esparza,61,115,63,Orthodox,19,6,0,1987-10-10,0,28,42,0.66,130,167,5,7,0.71,0,0,575,15,27,13,15,0,0,5,13,1,2,22,27,Juliana Lima,65,115,65,Orthodox,9,5,0,1982-03-15,0,26,43,0.6,56,76,0,3,0.0,0,2,134,18,34,7,8,1,1,7,17,5,6,14,20
UFC 197: Jones vs Saint Preux,2016-04-23,Lightweight,James Vick,Glaico Franca Moreira,Decision,Unanimous Decision,3,300,James Vick,75,155,76,Orthodox,13,5,0,1987-02-23,0,94,172,0.54,140,218,0,0,0.0,0,0,37,82,157,9,12,3,3,94,171,0,1,0,0,Glaico Franca Moreira,72,155,77,Orthodox,15,5,0,1991-02-28,0,39,114,0.34,67,145,4,10,0.4,0,0,329,20,89,7,10,12,15,38,112,0,0,1,2
UFC 197: Jones vs Saint Preux,2016-04-23,Heavyweight,Walt Harris,Cody East,KO/TKO,Punch,1,258,Walt Harris,77,250,77,Southpaw,13,10,0,1983-06-10,1,31,58,0.53,40,69,0,0,0.0,0,0,0,25,51,4,5,2,2,13,30,4,8,14,20,Cody East,75,245,78,Orthodox,12,3,0,1988-06-29,0,26,62,0.41,26,62,0,0,0.0,0,0,39,16,47,3,6,7,9,22,53,4,9,0,0
UFC 197: Jones vs Saint Preux,2016-04-23,Light Heavyweight,Marcos Rogerio de Lima,Clint Hester,SUB,Arm Triangle,1,275,Marcos Rogerio de Lima,73,253,75,Orthodox,18,8,1,1985-06-25,1,29,41,0.7,84,103,0,0,0.0,1,0,238,24,35,1,2,4,4,7,13,0,0,22,28,Clint Hester,74,205,77,Orthodox,11,6,0,1986-11-21,0,0,5,0.0,1,6,0,0,0.0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
UFC 197: Jones vs Saint Preux,2016-04-23,Lightweight,Kevin Lee,Efrain Escudero,Decision,Unanimous Decision,3,300,Kevin Lee,69,170,77,Orthodox,18,7,0,1992-09-04,0,64,160,0.4,99,200,1,4,0.25,1,0,256,44,134,17,23,3,3,44,135,12,12,8,13,Efrain Escudero,69,155,71,Orthodox,28,12,0,1986-01-15,0,70,114,0.61,96,141,1,7,0.14,0,0,133,34,69,13,18,23,27,53,96,17,18,0,0
UFC on FOX: Teixeira vs Evans,2016-04-16,Light Heavyweight,Glover Teixeira,Rashad Evans,KO/TKO,Punch,1,108,Glover Teixeira,74,205,76,Orthodox,33,7,0,1979-10-28,1,6,17,0.35,7,18,0,0,0.0,0,0,2,5,16,1,1,0,0,3,12,2,2,1,3,Rashad Evans,72,205,75,Orthodox,19,8,1,1979-09-25,0,7,14,0.5,8,15,0,0,0.0,0,0,7,7,14,0,0,0,0,5,11,2,3,0,0
UFC on FOX: Teixeira vs Evans,2016-04-16,Women's Strawweight,Rose Namajunas,Tecia Torres,Decision,Unanimous Decision,3,300,Rose Namajunas,65,115,65,Orthodox,11,4,0,1992-06-29,0,46,156,0.29,48,160,2,4,0.5,0,0,80,27,126,15,25,4,5,41,145,0,3,5,8,Tecia Torres,61,115,60,Orthodox,13,5,0,1989-08-16,0,61,121,0.5,93,155,0,1,0.0,0,0,45,20,74,13,18,28,29,51,108,9,12,1,1
UFC on FOX: Teixeira vs Evans,2016-04-16,Catch Weight,Khabib Nurmagomedov,Darrell Horcher,KO/TKO,Punch,2,218,Khabib Nurmagomedov,70,155,70,Orthodox,29,0,0,1988-09-20,0,75,105,0.71,107,139,2,3,0.66,0,0,332,73,103,0,0,2,2,3,10,1,1,71,94,Darrell Horcher,70,155,70,Southpaw,13,4,0,1987-07-28,0,6,27,0.22,18,42,0,0,0.0,0,0,0,4,23,1,3,1,1,5,26,0,0,1,1
UFC on FOX: Teixeira vs Evans,2016-04-16,Featherweight,Cub Swanson,Hacran Dias,Decision,Unanimous Decision,3,300,Cub Swanson,68,145,70,Orthodox,27,12,0,1983-11-02,2,83,148,0.56,95,161,0,0,0.0,0,0,176,36,92,23,28,24,28,53,108,2,2,28,38,Hacran Dias,68,155,69,Orthodox,23,6,1,1984-06-16,0,55,131,0.41,58,136,0,1,0.0,0,0,0,37,103,5,12,13,16,54,126,1,3,0,2
UFC on FOX: Teixeira vs Evans,2016-04-16,Lightweight,Michael Chiesa,Beneil Dariush,SUB,Rear Naked Choke,2,80,Michael Chiesa,73,170,75,Southpaw,18,5,0,1987-12-07,0,11,52,0.21,12,53,1,2,0.5,2,0,76,7,45,1,4,3,3,9,47,2,5,0,0,Beneil Dariush,70,155,72,Southpaw,21,4,1,1989-05-06,0,27,53,0.5,27,53,1,4,0.25,0,0,60,11,33,4,7,12,13,24,47,3,6,0,0
UFC on FOX: Teixeira vs Evans,2016-04-16,Women's Bantamweight,Raquel Pennington,Bethe Correia,Decision,Split Decision,3,300,Raquel Pennington,67,135,67,Orthodox,12,9,0,1988-09-05,0,75,130,0.57,84,139,0,4,0.0,0,0,63,45,96,22,26,8,8,46,89,29,41,0,0,Bethe Correia,65,135,64,Orthodox,11,6,1,1983-06-22,0,66,171,0.38,99,209,0,1,0.0,0,0,125,45,137,13,23,8,11,47,141,19,30,0,0
UFC on FOX: Teixeira vs Evans,2016-04-16,Welterweight,Santiago Ponzinibbio,Court McGee,KO/TKO,Punch,1,255,Santiago Ponzinibbio,72,170,73,Orthodox,29,4,0,1986-09-26,1,38,73,0.52,39,74,0,0,0.0,0,0,8,34,65,0,4,4,4,31,58,4,10,3,5,Court McGee,71,170,75,Orthodox,21,10,0,1984-12-12,0,35,95,0.36,37,98,0,4,0.0,0,0,13,26,78,4,10,5,7,34,94,1,1,0,0
UFC on FOX: Teixeira vs Evans,2016-04-16,Welterweight,Michael Graves,Randy Brown,SUB,Rear Naked Choke,2,151,Michael Graves,70,170,71,Orthodox,6,0,1,1991-01-08,0,11,22,0.5,26,40,2,7,0.28,1,0,329,10,20,1,1,0,1,0,3,2,2,9,17,Randy Brown,75,170,78,Orthodox,14,4,0,1990-07-08,0,10,19,0.52,24,35,0,1,0.0,1,0,62,7,16,3,3,0,0,3,11,6,7,1,1
UFC on FOX: Teixeira vs Evans,2016-04-16,Bantamweight,John Dodson,Manvel Gamburyan,KO/TKO,Punch,1,37,John Dodson,63,135,66,Orthodox,22,12,0,1984-09-26,1,16,19,0.84,18,21,0,0,0.0,0,0,4,15,18,1,1,0,0,5,6,9,10,2,3,Manvel Gamburyan,65,135,67,Orthodox,15,10,0,1981-05-08,0,2,2,1.0,2,3,0,0,0.0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0
UFC on FOX: Teixeira vs Evans,2016-04-16,Middleweight,Cezar Ferreira,Oluwale Bamgbose,Decision,Unanimous Decision,3,300,Cezar Ferreira,73,185,78,Southpaw,13,8,0,1985-02-15,0,26,58,0.44,62,99,3,5,0.6,0,0,411,21,47,1,4,4,7,8,27,0,0,18,31,Oluwale Bamgbose,71,185,78,Switch,6,4,0,1987-08-04,1,20,51,0.39,66,107,0,0,0.0,0,0,54,13,41,3,5,4,5,12,36,0,0,8,15
UFC on FOX: Teixeira vs Evans,2016-04-16,Welterweight,Elizeu Zaleski dos Santos,Omari Akhmedov,KO/TKO,Knee,3,183,Elizeu Zaleski dos Santos,71,170,73,Orthodox,23,7,0,1986-12-11,0,72,146,0.49,78,152,0,3,0.0,1,1,171,50,119,18,23,4,4,35,100,36,45,1,1,Omari Akhmedov,72,185,73,Orthodox,21,6,1,1987-10-12,0,36,105,0.34,57,129,3,7,0.42,1,0,79,28,90,6,11,2,4,22,86,11,14,3,5
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Heavyweight,Junior Dos Santos,Ben Rothwell,Decision,Unanimous Decision,5,300,Junior Dos Santos,76,238,77,Orthodox,21,9,0,1984-01-30,0,157,247,0.63,157,247,0,0,0.0,0,0,2,65,147,92,100,0,0,156,246,1,1,0,0,Ben Rothwell,76,265,78,Orthodox,39,13,0,1981-10-17,0,77,212,0.36,78,213,0,0,0.0,0,0,1,51,179,7,12,19,21,75,210,2,2,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Heavyweight,Derrick Lewis,Gabriel Gonzaga,KO/TKO,Punch,1,288,Derrick Lewis,75,260,79,Orthodox,25,8,0,1985-02-07,1,17,25,0.68,21,29,0,0,0.0,0,0,4,15,20,2,5,0,0,7,12,9,11,1,2,Gabriel Gonzaga,74,242,76,Orthodox,17,11,0,1979-05-18,0,5,7,0.71,6,8,1,6,0.16,0,0,219,3,5,1,1,1,1,0,2,2,2,3,3
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Heavyweight,Francis Ngannou,Curtis Blaydes,KO/TKO,Punch,2,300,Francis Ngannou,76,250,83,Orthodox,16,3,0,1986-09-05,0,36,84,0.42,46,95,0,0,0.0,0,0,77,32,78,2,4,2,2,31,79,5,5,0,0,Curtis Blaydes,76,265,80,Orthodox,15,3,0,1991-02-18,0,24,58,0.41,31,65,2,6,0.33,0,0,65,16,46,1,2,7,10,21,54,3,4,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Heavyweight,Timothy Johnson,Marcin Tybura,Decision,Unanimous Decision,3,300,Timothy Johnson,75,265,77,Southpaw,12,4,0,1985-03-13,0,45,127,0.35,83,169,0,0,0.0,0,0,224,34,113,6,9,5,5,33,111,12,16,0,0,Marcin Tybura,75,249,78,Orthodox,22,7,0,1985-11-09,0,48,101,0.47,75,128,1,3,0.33,0,0,77,30,78,14,19,4,4,37,89,11,12,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Light Heavyweight,Jan Blachowicz,Igor Pokrajac,Decision,Unanimous Decision,3,300,Jan Blachowicz,74,205,78,Orthodox,28,9,0,1983-02-24,0,98,153,0.64,148,210,4,4,1.0,0,0,504,70,118,28,35,0,0,23,48,29,40,46,65,Igor Pokrajac,72,205,74,Orthodox,28,13,0,1979-01-02,0,35,73,0.47,61,100,0,1,0.0,0,1,197,33,70,2,3,0,0,15,46,11,17,9,10
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Women's Strawweight,Maryna Moroz,Cristina Stanciu,Decision,Unanimous Decision,3,300,Maryna Moroz,67,125,67,Orthodox,10,3,0,1991-09-08,0,35,85,0.41,55,110,1,3,0.33,1,0,258,18,62,16,21,1,2,22,71,0,0,13,14,Cristina Stanciu,63,115,64,Orthodox,5,2,0,1994-03-29,0,39,76,0.51,50,88,1,1,1.0,2,0,198,15,46,14,20,10,10,30,63,1,4,8,9
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Welterweight,Zak Cummings,Nicolas Dalby,Decision,Unanimous Decision,3,300,Zak Cummings,72,185,75,Southpaw,24,7,0,1984-08-02,1,56,158,0.35,77,183,1,3,0.33,1,0,212,38,132,11,19,7,7,51,150,1,1,4,7,Nicolas Dalby,71,170,74,Orthodox,19,4,1,1984-11-16,0,57,150,0.38,69,163,0,1,0.0,0,0,7,29,103,11,24,17,23,52,139,4,9,1,2
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Bantamweight,Alejandro Perez,Ian Entwistle,KO/TKO,Punch,1,244,Alejandro Perez,66,145,65,Orthodox,23,8,1,1989-09-02,0,48,67,0.71,87,115,0,0,0.0,0,0,106,48,67,0,0,0,0,2,4,0,0,46,63,Ian Entwistle,65,135,64,Orthodox,9,3,0,1986-11-19,0,0,2,0.0,0,2,0,1,0.0,1,0,13,0,2,0,0,0,0,0,2,0,0,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Lightweight,Mairbek Taisumov,Damir Hadzovic,KO/TKO,Punch,1,224,Mairbek Taisumov,69,155,73,Orthodox,27,6,0,1988-08-08,1,25,59,0.42,25,59,0,0,0.0,0,0,1,18,48,1,5,6,6,25,59,0,0,0,0,Damir Hadzovic,69,155,70,Orthodox,14,6,0,1986-08-08,0,11,43,0.25,11,43,0,0,0.0,0,0,0,9,40,1,2,1,1,11,42,0,1,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Bantamweight,Damian Stasiak,Filip Pejic,SUB,Rear Naked Choke,1,136,Damian Stasiak,65,135,70,Orthodox,10,6,0,1990-02-20,0,2,3,0.66,3,5,2,2,1.0,1,0,102,1,2,0,0,1,1,1,1,0,0,1,2,Filip Pejic,68,135,70,Orthodox,12,2,2,1992-07-21,0,0,2,0.0,2,4,0,0,0.0,0,0,22,0,2,0,0,0,0,0,2,0,0,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Featherweight,Lucas Martins,Robert Whiteford,Decision,Split Decision,3,300,Lucas Martins,72,145,72,Southpaw,19,3,0,1988-11-11,0,30,87,0.34,31,88,0,0,0.0,0,0,0,20,69,4,10,6,8,29,84,1,3,0,0,Robert Whiteford,69,145,69,Southpaw,14,4,0,1983-04-12,0,45,99,0.45,90,158,1,4,0.25,0,0,96,20,64,14,20,11,15,41,92,4,7,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Heavyweight,Jared Cannonier,Cyril Asker,KO/TKO,Punch,1,164,Jared Cannonier,71,185,77,Switch,14,5,0,1984-03-16,1,27,34,0.79,27,34,0,0,0.0,0,0,6,15,22,9,9,3,3,17,24,4,4,6,6,Cyril Asker,72,247,74,Orthodox,9,4,0,1985-12-24,0,13,39,0.33,13,39,0,3,0.0,0,0,40,10,35,3,4,0,0,12,38,1,1,0,0
UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,Middleweight,Bojan Velickovic,Alessio Di Chirico,Decision,Unanimous Decision,3,300,Bojan Velickovic,72,170,76,Southpaw,15,6,1,1988-12-18,0,45,135,0.33,56,148,1,5,0.2,1,1,46,16,89,9,17,20,29,43,131,2,4,0,0,Alessio Di Chirico,72,185,74,Orthodox,13,6,0,1989-12-12,0,65,148,0.43,78,161,2,3,0.66,0,0,27,40,111,16,25,9,12,61,142,2,3,2,3
UFC Fight Night: Hunt vs Mir,2016-03-19,Heavyweight,Mark Hunt,Frank Mir,KO/TKO,Punch,1,181,Mark Hunt,70,265,72,Orthodox,13,14,1,1974-03-23,1,8,19,0.42,8,19,0,0,0.0,0,0,2,6,14,1,2,1,3,8,19,0,0,0,0,Frank Mir,75,264,79,Southpaw,18,11,0,1979-05-24,0,1,10,0.1,2,11,0,3,0.0,0,0,0,1,10,0,0,0,0,1,10,0,0,0,0
UFC Fight Night: Hunt vs Mir,2016-03-19,Welterweight,Neil Magny,Hector Lombard,KO/TKO,Punch,3,46,Neil Magny,75,170,80,Orthodox,25,9,0,1987-08-03,0,148,197,0.75,196,250,1,2,0.5,2,0,139,133,181,12,13,3,3,32,69,16,16,100,112,Hector Lombard,69,185,71,Southpaw,34,10,1,1978-02-02,2,60,79,0.75,75,95,1,3,0.33,0,0,276,54,71,2,3,4,5,12,21,7,9,41,49
UFC Fight Night: Hunt vs Mir,2016-03-19,Lightweight,Jake Matthews,Johnny Case,SUB,Rear Naked Choke,3,285,Jake Matthews,71,170,73,Orthodox,17,5,0,1994-08-19,0,36,114,0.31,50,129,0,4,0.0,2,0,74,15,81,10,19,11,14,30,100,4,9,2,5,Johnny Case,70,155,72,Orthodox,22,6,0,1989-06-28,0,35,100,0.35,49,116,1,6,0.16,0,0,196,15,66,14,26,6,8,27,86,2,6,6,8
UFC Fight Night: Hunt vs Mir,2016-03-19,Middleweight,Daniel Kelly,Antonio Carlos Junior,KO/TKO,Punch,3,96,Daniel Kelly,72,185,70,Southpaw,13,4,0,1977-10-31,0,37,88,0.42,57,112,0,1,0.0,0,0,73,30,80,3,3,4,5,8,37,3,5,26,46,Antonio Carlos Junior,74,185,79,Orthodox,11,5,0,1990-03-16,0,33,62,0.53,52,87,2,9,0.22,0,0,298,22,47,9,12,2,3,26,52,2,4,5,6
UFC Fight Night: Hunt vs Mir,2016-03-19,Light Heavyweight,Steve Bosse,James Te Huna,KO/TKO,Punch,1,52,Steve Bosse,71,205,72,Orthodox,12,2,0,1981-07-29,1,5,12,0.41,5,12,0,0,0.0,0,0,1,3,8,1,3,1,1,5,12,0,0,0,0,James Te Huna,74,185,75,Orthodox,16,9,0,1981-09-29,0,1,7,0.14,1,7,0,0,0.0,0,0,0,0,4,1,3,0,0,1,7,0,0,0,0
UFC Fight Night: Hunt vs Mir,2016-03-19,Women's Strawweight,Bec Rawlings,Seo Hee Ham,Decision,Unanimous Decision,3,300,Bec Rawlings,66,125,64,Orthodox,7,8,0,1989-02-11,0,77,183,0.42,90,199,1,3,0.33,0,0,301,61,156,16,27,0,0,63,164,6,11,8,8,Seo Hee Ham,62,115,62,Southpaw,17,8,0,1987-03-08,0,92,247,0.37,119,276,0,2,0.0,1,1,62,61,202,27,38,4,7,81,231,7,11,4,5
UFC Fight Night: Hunt vs Mir,2016-03-19,Welterweight,Alan Jouban,Brendan O'Reilly,KO/TKO,Elbow,1,135,Alan Jouban,72,170,73,Southpaw,17,7,0,1981-11-25,1,32,40,0.8,37,45,0,0,0.0,0,0,34,22,30,9,9,1,1,11,15,16,19,5,6,Brendan O'Reilly,67,170,69,Orthodox,6,3,0,1987-06-24,0,8,17,0.47,12,21,1,1,1.0,0,0,46,3,12,4,4,1,1,3,9,5,7,0,1
UFC Fight Night: Hunt vs Mir,2016-03-19,Featherweight,Dan Hooker,Mark Eddiva,SUB,Guillotine Choke,1,84,Dan Hooker,72,155,75,Switch,21,11,0,1990-02-13,0,5,9,0.55,6,10,0,0,0.0,1,0,13,2,5,2,2,1,2,4,8,1,1,0,0,Mark Eddiva,68,145,68,Orthodox,6,3,0,1986-02-16,0,4,8,0.5,7,12,0,2,0.0,0,0,17,1,4,2,3,1,1,4,8,0,0,0,0
UFC Fight Night: Hunt vs Mir,2016-03-19,Women's Bantamweight,Leslie Smith,Rin Nakai,Decision,Unanimous Decision,3,300,Leslie Smith,69,135,66,Orthodox,10,7,1,1982-08-17,0,62,181,0.34,72,193,0,0,0.0,0,0,2,51,167,11,14,0,0,59,176,3,5,0,0,Rin Nakai,61,135,62,Orthodox,19,2,1,1986-10-22,0,31,92,0.33,58,124,3,13,0.23,1,0,332,26,81,4,9,1,2,22,80,9,12,0,0
UFC Fight Night: Hunt vs Mir,2016-03-19,Welterweight,Viscardi Andrade,Richard Walsh,Decision,Unanimous Decision,3,300,Viscardi Andrade,71,170,75,Orthodox,19,6,0,1984-03-08,0,38,88,0.43,78,139,5,8,0.62,1,0,417,30,77,5,8,3,3,31,76,1,4,6,8,Richard Walsh,72,170,73,Orthodox,9,5,0,1988-12-01,1,46,130,0.35,82,171,1,3,0.33,0,0,112,37,108,4,15,5,7,33,112,3,4,10,14
UFC Fight Night: Hunt vs Mir,2016-03-19,Lightweight,Ross Pearson,Chad Laprise,Decision,Split Decision,3,300,Ross Pearson,68,155,69,Orthodox,20,16,0,1984-09-26,0,52,155,0.33,52,156,0,1,0.0,0,0,0,21,108,10,22,21,25,52,155,0,0,0,0,Chad Laprise,70,170,71,Orthodox,13,4,0,1986-07-23,0,78,214,0.36,78,214,0,0,0.0,0,0,1,63,194,9,14,6,6,78,212,0,2,0,0
UFC Fight Night: Hunt vs Mir,2016-03-19,Lightweight,Alan Patrick,Damien Brown,Decision,Unanimous Decision,3,300,Alan Patrick,71,155,74,Southpaw,15,3,0,1983-07-19,0,25,39,0.64,117,147,5,7,0.71,1,0,741,23,36,1,2,1,1,7,12,0,0,18,27,Damien Brown,70,155,68,Orthodox,17,12,0,1984-12-25,0,15,25,0.6,51,64,1,3,0.33,1,0,36,13,21,2,3,0,1,6,11,1,2,8,12
UFC 196: McGregor vs Diaz,2016-03-05,Welterweight,Nate Diaz,Conor McGregor,SUB,Rear Naked Choke,2,252,Nate Diaz,72,170,76,Southpaw,21,13,0,1985-04-16,0,77,152,0.5,89,169,1,1,1.0,2,0,70,65,131,9,13,3,8,62,133,10,12,5,7,Conor McGregor,69,155,74,Southpaw,22,6,0,1988-07-14,0,61,140,0.43,66,145,0,1,0.0,0,1,39,47,117,7,11,7,12,56,133,3,4,2,3
UFC 196: McGregor vs Diaz,2016-03-05,Women's Bantamweight,Miesha Tate,Holly Holm,SUB,Rear Naked Choke,5,210,Miesha Tate,66,135,65,Orthodox,19,7,0,1986-08-18,0,40,104,0.38,65,132,2,9,0.22,2,0,305,29,83,7,12,4,9,26,88,4,4,10,12,Holly Holm,68,135,69,Southpaw,14,5,0,1981-10-17,0,59,142,0.41,68,151,0,0,0.0,0,0,51,35,109,16,21,8,12,57,139,2,3,0,0
UFC 196: McGregor vs Diaz,2016-03-05,Light Heavyweight,Ilir Latifi,Gian Villante,Decision,Unanimous Decision,3,300,Ilir Latifi,70,230,73,Orthodox,16,8,0,1983-07-28,0,30,53,0.56,36,59,3,12,0.25,0,0,277,21,41,6,8,3,4,19,39,8,10,3,4,Gian Villante,75,230,76,Orthodox,17,13,0,1985-08-18,0,23,68,0.33,32,79,0,1,0.0,0,0,9,14,46,5,16,4,6,19,62,4,6,0,0
UFC 196: McGregor vs Diaz,2016-03-05,Light Heavyweight,Corey Anderson,Tom Lawlor,Decision,Unanimous Decision,3,300,Corey Anderson,75,205,79,Orthodox,14,5,0,1989-09-22,0,55,153,0.35,79,178,1,4,0.25,0,0,165,33,127,10,13,12,13,48,142,3,6,4,5,Tom Lawlor,72,205,74,Southpaw,10,6,0,1983-05-15,0,31,99,0.31,32,100,1,1,1.0,0,0,15,28,94,2,4,1,1,21,87,10,12,0,0
UFC 196: McGregor vs Diaz,2016-03-05,Women's Bantamweight,Amanda Nunes,Valentina Shevchenko,Decision,Unanimous Decision,3,300,Amanda Nunes,68,145,69,Orthodox,21,4,0,1988-05-30,0,39,81,0.48,66,112,2,6,0.33,2,0,279,21,53,6,11,12,17,20,50,0,0,19,31,Valentina Shevchenko,65,125,66,Southpaw,22,3,0,1988-03-07,0,28,67,0.41,56,99,1,1,1.0,0,1,79,22,58,3,6,3,3,16,51,5,8,7,8
UFC 196: McGregor vs Diaz,2016-03-05,Welterweight,Siyar Bahadurzada,Brandon Thatch,SUB,Arm Triangle,3,251,Siyar Bahadurzada,71,170,73,Orthodox,24,8,1,1984-04-17,0,84,138,0.6,170,235,3,3,1.0,1,1,499,67,118,15,18,2,2,18,49,19,25,47,64,Brandon Thatch,74,170,74,Switch,11,5,0,1985-07-11,0,30,53,0.56,57,85,1,2,0.5,0,0,29,16,33,5,9,9,11,21,43,6,7,3,3
UFC 196: McGregor vs Diaz,2016-03-05,Welterweight,Nordine Taleb,Erick Silva,KO/TKO,Punch,2,94,Nordine Taleb,73,170,74,Orthodox,15,7,0,1981-06-10,1,26,50,0.52,26,50,1,1,1.0,0,0,5,10,34,5,5,11,11,22,45,2,2,2,3,Erick Silva,72,170,74,Orthodox,19,9,0,1984-06-21,0,11,32,0.34,11,32,0,1,0.0,0,0,0,2,14,6,10,3,8,11,32,0,0,0,0
UFC 196: McGregor vs Diaz,2016-03-05,Middleweight,Vitor Miranda,Marcelo Guimaraes,KO/TKO,Kick,2,69,Vitor Miranda,73,185,77,Orthodox,12,5,0,1979-03-10,0,46,71,0.64,61,87,0,0,0.0,0,0,2,38,58,6,10,2,3,21,45,25,26,0,0,Marcelo Guimaraes,72,185,73,Orthodox,9,2,1,1983-06-25,0,23,44,0.52,31,53,1,5,0.2,0,0,237,6,22,4,8,13,14,19,37,3,6,1,1
UFC 196: McGregor vs Diaz,2016-03-05,Featherweight,Darren Elkins,Chas Skelly,Decision,Unanimous Decision,3,300,Darren Elkins,70,145,71,Orthodox,27,9,0,1984-05-16,0,104,153,0.67,193,255,7,11,0.63,0,0,522,73,118,26,29,5,6,24,65,32,36,48,52,Chas Skelly,71,145,72,Orthodox,18,3,0,1985-05-11,0,27,72,0.37,32,83,0,1,0.0,2,0,63,23,65,4,7,0,0,20,62,5,8,2,2
UFC 196: McGregor vs Diaz,2016-03-05,Lightweight,Diego Sanchez,Jim Miller,Decision,Unanimous Decision,3,300,Diego Sanchez,70,170,72,Southpaw,31,13,0,1981-12-31,0,48,125,0.38,71,148,2,9,0.22,0,0,207,35,101,12,21,1,3,40,116,3,4,5,5,Jim Miller,68,155,71,Southpaw,33,16,0,1983-08-30,0,56,115,0.48,61,120,0,1,0.0,0,0,24,37,92,10,13,9,10,48,104,4,7,4,4
UFC 196: McGregor vs Diaz,2016-03-05,Lightweight,Jason Saggo,Justin Salas,KO/TKO,Punch,1,271,Jason Saggo,71,155,71,Orthodox,12,4,0,1985-11-23,0,20,35,0.57,31,56,0,0,0.0,0,1,141,19,33,0,0,1,2,1,7,0,0,19,28,Justin Salas,68,155,70,Southpaw,12,7,0,1982-03-13,0,1,3,0.33,2,4,1,1,1.0,0,0,41,0,1,1,1,0,1,1,3,0,0,0,0
