Event,Date,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Fighter 1,Height F_1,Weight F_1,Reach F_1,Stance F_1,Wins F_1,Losses F_1,Draws F_1,DOB F_1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,Height F_2,Weight F_2,Reach F_2,Stance F_2,Wins F_2,Losses F_2,Draws F_2,DOB F_2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 196: McGregor vs Diaz,2016-03-05,Featherweight,Teruto Ishihara,Julian Erosa,KO/TKO,Punch,2,34,Teruto Ishihara,67,135,69,Southpaw,10,7,2,1991-07-23,1,27,51,0.52,31,55,0,0,0.0,0,0,8,19,42,3,3,5,6,22,39,1,4,4,8,Julian Erosa,73,145,74,Southpaw,26,10,0,1989-07-31,0,16,44,0.36,24,52,1,1,1.0,0,0,64,4,27,9,13,3,4,14,38,2,4,0,2
UFC Fight Night: Silva vs Bisping,2016-02-27,Middleweight,Michael Bisping,Anderson Silva,Decision,Unanimous Decision,5,300,Michael Bisping,73,185,75,Orthodox,30,9,0,1979-02-28,1,108,316,0.34,112,320,0,1,0.0,0,0,44,58,251,12,20,38,45,98,299,4,6,6,11,Anderson Silva,74,185,77,Southpaw,34,11,0,1975-04-14,1,75,135,0.55,75,135,0,0,0.0,0,0,5,47,104,15,18,13,13,69,126,4,5,2,4
UFC Fight Night: Silva vs Bisping,2016-02-27,Middleweight,Gegard Mousasi,Thales Leites,Decision,Unanimous Decision,3,300,Gegard Mousasi,74,185,76,Orthodox,42,6,2,1985-08-01,0,81,171,0.47,95,187,0,0,0.0,0,0,222,55,141,11,11,15,19,66,154,9,9,6,8,Thales Leites,73,185,78,Orthodox,28,9,0,1981-09-06,0,17,70,0.24,19,72,0,10,0.0,0,0,91,12,60,0,3,5,7,17,69,0,1,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Welterweight,Tom Breese,Keita Nakamura,Decision,Unanimous Decision,3,300,Tom Breese,75,185,73,Southpaw,12,3,0,1991-09-26,0,32,59,0.54,88,121,0,0,0.0,1,1,386,26,50,4,7,2,2,13,31,9,11,10,17,Keita Nakamura,71,170,73,Southpaw,34,10,2,1984-05-22,0,6,16,0.37,16,27,3,6,0.5,1,1,239,4,9,2,5,0,2,6,15,0,1,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Bantamweight,Brad Pickett,Francisco Rivera,Decision,Split Decision,3,300,Brad Pickett,66,135,68,Orthodox,25,14,0,1978-09-24,0,39,137,0.28,64,163,3,5,0.6,0,0,199,13,86,14,22,12,29,34,129,2,3,3,5,Francisco Rivera,68,135,70,Orthodox,11,7,0,1981-10-08,0,69,165,0.41,69,165,2,2,1.0,0,0,21,59,152,2,4,8,9,66,162,3,3,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Featherweight,Makwan Amirkhani,Mike Wilkinson,Decision,Unanimous Decision,3,300,Makwan Amirkhani,70,145,72,Southpaw,16,7,0,1988-11-08,0,32,50,0.64,54,77,4,7,0.57,0,3,607,32,49,0,1,0,0,5,8,0,0,27,42,Mike Wilkinson,67,145,66,Orthodox,9,4,0,1987-09-15,0,13,23,0.56,70,94,0,0,0.0,2,1,155,13,23,0,0,0,0,1,6,1,1,11,16
UFC Fight Night: Silva vs Bisping,2016-02-27,Bantamweight,Davey Grant,Marlon Vera,Decision,Unanimous Decision,3,300,Davey Grant,68,135,69,Orthodox,13,5,0,1985-12-18,0,72,109,0.66,112,154,1,5,0.2,0,1,517,46,76,14,18,12,15,33,58,16,22,23,29,Marlon Vera,68,135,70,Switch,17,7,1,1992-12-02,0,23,66,0.34,28,72,1,6,0.16,0,0,83,9,46,13,19,1,1,13,48,6,8,4,10
UFC Fight Night: Silva vs Bisping,2016-02-27,Middleweight,Scott Askham,Chris Dempsey,KO/TKO,Punch,1,285,Scott Askham,75,185,75,Southpaw,14,4,0,1988-05-20,1,7,9,0.77,13,15,1,2,0.5,0,1,43,6,6,1,3,0,0,3,4,1,2,3,3,Chris Dempsey,70,185,72,Orthodox,11,5,0,1987-09-08,0,6,10,0.6,20,24,1,4,0.25,0,0,199,2,5,2,3,2,2,0,0,5,9,1,1
UFC Fight Night: Silva vs Bisping,2016-02-27,Featherweight,Arnold Allen,Yaotzin Meza,Decision,Unanimous Decision,3,300,Arnold Allen,68,145,70,Southpaw,17,1,0,1994-01-22,1,31,101,0.3,40,113,4,4,1.0,0,0,252,20,85,5,8,6,8,16,81,6,9,9,11,Yaotzin Meza,69,145,71,Orthodox,21,11,0,1981-02-04,0,25,61,0.4,51,93,0,8,0.0,0,0,122,10,43,6,8,9,10,21,56,4,5,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Middleweight,Krzysztof Jotko,Brad Scott,Decision,Unanimous Decision,3,300,Krzysztof Jotko,73,185,77,Southpaw,23,5,0,1989-08-19,0,59,170,0.34,72,184,2,4,0.5,0,0,28,33,137,7,14,19,19,42,150,12,13,5,7,Brad Scott,73,170,76,Orthodox,11,6,0,1989-06-24,0,45,109,0.41,52,116,0,1,0.0,0,0,113,30,81,7,20,8,8,45,109,0,0,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Lightweight,Rustam Khabilov,Norman Parke,Decision,Unanimous Decision,3,300,Rustam Khabilov,68,155,73,Orthodox,24,4,0,1986-11-04,0,33,85,0.38,61,114,6,9,0.66,0,0,275,30,79,2,3,1,3,15,62,2,2,16,21,Norman Parke,71,155,70,Southpaw,23,6,1,1986-12-22,0,17,72,0.23,17,72,1,3,0.33,0,0,108,6,53,4,8,7,11,15,68,0,1,2,3
UFC Fight Night: Silva vs Bisping,2016-02-27,Heavyweight,Daniel Omielanczuk,Jarjis Danho,Decision,Majority Decision,3,91,Daniel Omielanczuk,72,247,74,Southpaw,19,8,1,1982-08-31,0,77,135,0.57,90,149,0,2,0.0,0,0,45,30,79,23,31,24,25,51,100,23,30,3,5,Jarjis Danho,75,265,74,Orthodox,7,1,1,1983-10-15,0,38,88,0.43,55,108,0,0,0.0,0,0,165,25,71,11,13,2,4,19,58,19,30,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Lightweight,Teemu Packalen,Thibault Gouti,SUB,Rear Naked Choke,1,24,Teemu Packalen,73,155,75,Orthodox,8,3,0,1987-05-22,1,6,11,0.54,6,11,0,0,0.0,1,0,10,6,11,0,0,0,0,2,5,0,0,4,6,Thibault Gouti,70,155,72,Orthodox,12,5,0,1987-02-27,0,0,1,0.0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
UFC Fight Night: Silva vs Bisping,2016-02-27,Lightweight,David Teymur,Martin Svensson,KO/TKO,Punch,2,86,David Teymur,69,155,73,Southpaw,8,2,0,1989-05-01,1,38,62,0.61,41,65,1,1,1.0,0,0,29,15,34,3,5,20,23,34,57,0,0,4,5,Martin Svensson,73,155,75,Not Known,15,6,0,1985-04-25,0,13,34,0.38,17,38,0,4,0.0,0,0,19,3,22,5,7,5,5,12,32,0,1,1,1
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Welterweight,Donald Cerrone,Alex Oliveira,SUB,Triangle Choke,1,153,Donald Cerrone,73,170,73,Orthodox,36,16,0,1983-03-29,0,4,6,0.66,7,10,1,2,0.5,1,0,33,0,1,3,4,1,1,1,2,3,4,0,0,Alex Oliveira,71,170,76,Orthodox,22,11,1,1988-02-21,0,14,24,0.58,17,27,0,0,0.0,0,0,51,4,13,6,7,4,4,3,9,11,15,0,0
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Middleweight,Derek Brunson,Roan Carneiro,KO/TKO,Punch,1,158,Derek Brunson,73,185,77,Southpaw,23,7,0,1984-01-04,0,23,51,0.45,27,57,0,0,0.0,0,0,42,22,50,0,0,1,1,2,9,0,0,21,42,Roan Carneiro,71,170,76,Orthodox,21,11,0,1978-06-02,0,0,13,0.0,0,13,0,1,0.0,0,0,0,0,13,0,0,0,0,0,12,0,1,0,0
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Catch Weight,Cody Garbrandt,Augusto Mendes,KO/TKO,Punch,1,258,Cody Garbrandt,68,135,65,Orthodox,12,4,0,1991-07-07,1,11,41,0.26,11,41,0,0,0.0,0,0,5,8,37,1,2,2,2,10,39,0,0,1,2,Augusto Mendes,66,135,65,Orthodox,6,2,0,1983-03-03,0,11,38,0.28,11,38,0,0,0.0,0,0,0,5,26,0,1,6,11,10,36,1,1,0,1
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Featherweight,Dennis Bermudez,Tatsuya Kawajiri,Decision,Unanimous Decision,3,300,Dennis Bermudez,66,155,66,Orthodox,17,9,0,1986-12-13,0,61,80,0.76,120,142,4,5,0.8,1,0,260,51,68,5,7,5,5,11,27,7,9,43,44,Tatsuya Kawajiri,67,145,69,Orthodox,36,11,2,1978-05-08,0,12,26,0.46,27,41,1,7,0.14,0,1,446,7,18,3,5,2,3,9,23,1,1,2,2
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Middleweight,Chris Camozzi,Joe Riggs,KO/TKO,Knee,1,26,Chris Camozzi,74,185,75,Orthodox,24,13,0,1986-11-20,1,11,13,0.84,11,13,0,0,0.0,0,0,1,8,10,0,0,3,3,4,4,7,9,0,0,Joe Riggs,72,185,70,Southpaw,44,17,0,1982-09-23,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Lightweight,James Krause,Shane Campbell,Decision,Unanimous Decision,3,300,James Krause,74,170,73,Orthodox,28,9,0,1986-06-04,0,47,111,0.42,55,124,2,14,0.14,2,0,342,35,96,9,12,3,3,44,107,3,4,0,0,Shane Campbell,72,155,71,Orthodox,14,6,0,1987-01-21,0,82,129,0.63,106,156,2,3,0.66,0,0,204,33,71,27,33,22,25,62,104,7,9,13,16
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Welterweight,Sean Strickland,Alex Garcia,KO/TKO,Punch,3,265,Sean Strickland,73,185,76,Orthodox,24,3,0,1991-02-27,1,84,173,0.48,113,206,1,2,0.5,0,0,167,67,154,4,5,13,14,63,143,7,8,14,22,Alex Garcia,69,170,72,Orthodox,15,6,0,1987-07-14,0,23,67,0.34,41,94,3,7,0.42,0,0,209,20,61,3,5,0,1,13,50,2,2,8,15
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Middleweight,Oluwale Bamgbose,Daniel Sarafian,KO/TKO,Kick,1,60,Oluwale Bamgbose,71,185,78,Switch,6,4,0,1987-08-04,1,8,20,0.4,8,20,0,0,0.0,0,0,5,6,15,0,1,2,4,3,13,0,0,5,7,Daniel Sarafian,69,185,73,Orthodox,10,6,0,1982-08-21,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Middleweight,Anthony Smith,Leonardo Guimaraes,Decision,Unanimous Decision,3,300,Anthony Smith,76,205,76,Orthodox,36,16,0,1988-07-26,0,57,101,0.56,66,111,2,5,0.4,0,0,237,40,78,13,18,4,5,40,79,9,13,8,9,Leonardo Guimaraes,72,185,73,Orthodox,11,5,0,1982-04-15,0,64,108,0.59,121,169,0,0,0.0,0,0,215,46,84,13,19,5,5,35,72,10,17,19,19
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Welterweight,Nathan Coy,Jonavin Webb,Decision,Unanimous Decision,3,300,Nathan Coy,70,170,69,Southpaw,15,7,0,1978-07-24,0,37,112,0.33,71,152,3,5,0.6,0,0,440,23,93,12,17,2,2,11,80,8,12,18,20,Jonavin Webb,70,170,71,Orthodox,9,2,0,1989-04-28,0,21,77,0.27,36,93,3,8,0.37,0,0,34,13,65,8,12,0,0,13,61,6,10,2,6
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Women's Bantamweight,Ashlee Evans-Smith,Marion Reneau,Decision,Split Decision,3,300,Ashlee Evans-Smith,68,135,67,Orthodox,6,5,0,1987-07-09,0,55,213,0.25,57,216,1,2,0.5,0,0,49,25,167,25,40,5,6,44,194,9,13,2,6,Marion Reneau,66,135,68,Orthodox,9,8,1,1977-06-20,0,53,140,0.37,55,142,1,1,1.0,1,0,11,24,106,12,14,17,20,44,117,9,20,0,3
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Women's Bantamweight,Lauren Murphy,Kelly Faszholz,KO/TKO,Punch,3,295,Lauren Murphy,65,125,67,Orthodox,15,5,0,1983-07-27,0,95,171,0.55,188,272,1,3,0.33,0,0,376,67,141,16,18,12,12,47,112,12,16,36,43,Kelly Faszholz,68,135,70,Orthodox,4,2,0,1985-04-09,0,76,145,0.52,96,167,0,2,0.0,0,0,61,50,111,21,28,5,6,67,130,9,15,0,0
UFC Fight Night: Cowboy vs Cowboy,2016-02-21,Heavyweight,Shamil Abdurakhimov,Anthony Hamilton,Decision,Unanimous Decision,3,300,Shamil Abdurakhimov,75,235,76,Orthodox,20,6,0,1981-09-02,0,62,104,0.59,89,132,0,2,0.0,0,0,4,49,84,6,9,7,11,29,61,31,41,2,2,Anthony Hamilton,77,260,76,Orthodox,15,9,0,1980-04-14,0,40,77,0.51,48,86,0,4,0.0,0,0,15,19,52,16,19,5,6,16,38,24,39,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Welterweight,Stephen Thompson,Johny Hendricks,KO/TKO,Punch,1,211,Stephen Thompson,72,170,75,Orthodox,16,5,1,1983-02-11,1,24,46,0.52,25,47,0,0,0.0,0,0,0,17,38,6,7,1,1,19,40,3,4,2,2,Johny Hendricks,69,185,69,Southpaw,18,8,0,1983-09-12,0,7,16,0.43,11,22,0,2,0.0,0,0,29,3,11,0,1,4,4,4,13,3,3,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Heavyweight,Roy Nelson,Jared Rosholt,Decision,Unanimous Decision,3,300,Roy Nelson,72,263,73,Orthodox,22,14,0,1976-06-20,0,42,121,0.34,42,121,0,1,0.0,0,0,0,36,114,2,3,4,4,42,120,0,1,0,0,Jared Rosholt,74,265,75,Orthodox,14,4,0,1986-08-04,0,36,120,0.3,36,120,0,2,0.0,0,0,0,26,106,5,7,5,7,34,115,2,5,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Light Heavyweight,Ovince Saint Preux,Rafael Cavalcante,Decision,Unanimous Decision,3,300,Ovince Saint Preux,75,205,80,Southpaw,25,16,0,1983-04-08,0,51,102,0.5,106,165,1,2,0.5,0,0,395,43,86,6,14,2,2,18,53,5,8,28,41,Rafael Cavalcante,73,205,74,Orthodox,12,7,0,1980-04-14,0,10,22,0.45,29,41,0,1,0.0,0,0,0,7,16,0,0,3,6,8,17,0,3,2,2
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Flyweight,Joseph Benavidez,Zach Makovsky,Decision,Unanimous Decision,3,300,Joseph Benavidez,64,125,65,Southpaw,28,8,0,1984-07-31,0,66,197,0.33,82,214,0,0,0.0,0,0,35,45,165,19,30,2,2,46,167,19,29,1,1,Zach Makovsky,64,125,64,Southpaw,20,8,0,1983-04-19,0,40,96,0.41,43,99,4,19,0.21,0,0,79,24,79,4,5,12,12,33,86,7,10,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Light Heavyweight,Misha Cirkunov,Alex Nicholson,SUB,Neck Crank,2,88,Misha Cirkunov,75,205,77,Orthodox,15,7,0,1987-02-27,0,32,63,0.5,66,109,3,6,0.5,1,0,128,23,48,6,11,3,4,18,40,12,21,2,2,Alex Nicholson,76,185,77,Orthodox,7,4,0,1990-05-02,0,16,51,0.31,16,51,0,0,0.0,0,0,0,10,40,1,4,5,7,15,46,1,5,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Welterweight,Mike Pyle,Sean Spencer,KO/TKO,Elbow,3,265,Mike Pyle,72,170,74,Orthodox,27,14,1,1975-09-18,0,75,177,0.42,79,181,1,4,0.25,0,1,113,57,154,5,9,13,14,57,153,16,22,2,2,Sean Spencer,70,170,74,Orthodox,12,6,0,1987-06-25,1,50,208,0.24,54,213,0,0,0.0,0,0,33,40,191,9,14,1,3,48,205,1,1,1,2
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Lightweight,Joshua Burkman,KJ Noons,Decision,Unanimous Decision,3,300,Joshua Burkman,70,170,72,Orthodox,28,16,0,1980-04-10,0,57,108,0.52,62,114,3,10,0.3,0,0,183,16,59,11,13,30,36,51,99,3,4,3,5,KJ Noons,70,155,70,Orthodox,13,9,0,1982-12-07,0,33,63,0.52,45,76,0,0,0.0,0,0,0,26,50,7,13,0,0,20,48,13,15,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Heavyweight,Derrick Lewis,Damian Grabowski,KO/TKO,Punch,1,137,Derrick Lewis,75,260,79,Orthodox,25,8,0,1985-02-07,0,14,30,0.46,15,33,1,1,1.0,0,0,119,13,29,1,1,0,0,1,4,0,0,13,26,Damian Grabowski,73,241,75,Orthodox,20,5,0,1980-05-12,0,1,3,0.33,1,3,0,1,0.0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,2
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Flyweight,Justin Scoggins,Ray Borg,Decision,Unanimous Decision,3,300,Justin Scoggins,67,125,66,Southpaw,11,5,0,1992-05-02,0,57,120,0.47,81,148,4,6,0.66,0,0,434,35,88,14,24,8,8,30,91,11,13,16,16,Ray Borg,64,135,63,Orthodox,13,5,0,1993-08-04,0,20,44,0.45,45,70,1,8,0.12,0,0,63,13,35,7,8,0,1,7,28,6,8,7,8
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Featherweight,Diego Rivas,Noad Lahat,KO/TKO,Flying Knee,2,23,Diego Rivas,68,145,69,Orthodox,10,2,0,1991-11-11,1,5,9,0.55,7,12,1,1,1.0,0,0,17,5,9,0,0,0,0,1,5,0,0,4,4,Noad Lahat,69,145,69,Orthodox,11,2,0,1984-06-08,0,7,13,0.53,22,36,1,1,1.0,3,1,240,4,9,2,3,1,1,3,7,1,1,3,5
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Welterweight,Mickey Gall,Mike Jackson,SUB,Rear Naked Choke,1,45,Mickey Gall,74,170,74,Switch,7,3,0,1992-01-22,1,2,4,0.5,3,5,0,0,0.0,1,0,14,2,4,0,0,0,0,1,3,0,0,1,1,Mike Jackson,74,170,75,Orthodox,0,1,0,1985-03-22,0,3,6,0.5,3,6,0,0,0.0,0,0,0,3,5,0,1,0,0,3,6,0,0,0,0
UFC Fight Night: Hendricks vs Thompson,2016-02-06,Featherweight,Alex White,Artem Lobov,Decision,Unanimous Decision,3,300,Alex White,72,155,71,Southpaw,13,6,0,1988-10-22,0,78,172,0.45,102,197,3,7,0.42,0,0,68,36,115,27,39,15,18,67,156,10,14,1,2,Artem Lobov,69,145,65,Southpaw,13,15,1,1986-08-11,0,23,108,0.21,32,118,0,0,0.0,0,0,201,17,96,5,11,1,1,22,103,1,5,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Light Heavyweight,Anthony Johnson,Ryan Bader,KO/TKO,Punch,1,86,Anthony Johnson,74,205,78,Orthodox,22,6,0,1984-03-06,0,11,13,0.84,13,15,0,0,0.0,0,0,73,11,13,0,0,0,0,0,0,0,0,11,13,Ryan Bader,74,205,74,Orthodox,23,5,0,1983-06-07,0,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Heavyweight,Ben Rothwell,Josh Barnett,SUB,Guillotine Choke,2,228,Ben Rothwell,76,265,78,Orthodox,39,13,0,1981-10-17,0,35,91,0.38,38,94,0,0,0.0,1,0,7,24,77,5,8,6,6,35,91,0,0,0,0,Josh Barnett,75,250,78,Orthodox,35,8,0,1977-11-10,0,35,68,0.51,35,68,0,1,0.0,0,0,28,21,52,12,14,2,2,33,63,2,5,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Bantamweight,Jimmie Rivera,Iuri Alcantara,Decision,Unanimous Decision,3,300,Jimmie Rivera,64,135,68,Orthodox,23,5,0,1989-06-29,0,45,102,0.44,64,124,3,6,0.5,0,0,132,21,67,13,21,11,14,35,84,10,15,0,3,Iuri Alcantara,69,135,71,Southpaw,35,10,0,1980-08-04,0,41,106,0.38,43,108,0,0,0.0,0,0,1,18,73,17,25,6,8,36,100,5,6,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Welterweight,Bryan Barberena,Sage Northcutt,SUB,Arm Triangle,2,186,Bryan Barberena,72,170,72,Southpaw,15,8,0,1989-05-03,0,26,48,0.54,67,94,1,1,1.0,1,0,195,23,40,1,3,2,5,7,24,2,6,17,18,Sage Northcutt,72,170,71,Orthodox,11,2,0,1996-03-01,0,18,45,0.4,27,56,1,5,0.2,0,0,84,11,36,5,6,2,3,12,37,5,7,1,1
UFC on FOX: Johnson vs. Bader,2016-01-30,Welterweight,Tarec Saffiedine,Jake Ellenberger,Decision,Unanimous Decision,3,300,Tarec Saffiedine,70,170,70,Switch,16,7,0,1986-09-06,0,54,131,0.41,58,135,0,1,0.0,0,0,61,30,103,13,17,11,11,44,118,10,13,0,0,Jake Ellenberger,69,170,71,Orthodox,31,15,0,1985-03-28,0,30,99,0.3,39,109,0,4,0.0,0,0,54,24,90,6,9,0,0,20,86,10,13,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Lightweight,Diego Ferreira,Olivier Aubin-Mercier,Decision,Unanimous Decision,3,300,Diego Ferreira,69,155,74,Orthodox,17,4,0,1985-01-18,0,65,152,0.42,130,226,0,5,0.0,0,1,243,46,121,12,23,7,8,55,137,5,10,5,5,Olivier Aubin-Mercier,69,155,70,Southpaw,11,5,0,1989-02-23,0,49,93,0.52,55,99,1,5,0.2,0,0,57,39,78,8,13,2,2,45,86,3,5,1,2
UFC on FOX: Johnson vs. Bader,2016-01-30,Middleweight,Rafael Natal,Kevin Casey,KO/TKO,Punch,3,217,Rafael Natal,72,185,77,Orthodox,21,9,1,1982-12-25,1,54,87,0.62,123,168,4,7,0.57,0,0,332,43,74,5,7,6,6,16,35,7,9,31,43,Kevin Casey,71,185,77,Southpaw,9,5,2,1981-06-15,0,16,49,0.32,30,64,0,2,0.0,0,0,130,10,41,5,6,1,2,12,45,4,4,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Flyweight,Wilson Reis,Dustin Ortiz,Decision,Unanimous Decision,3,300,Wilson Reis,64,125,65,Southpaw,23,10,0,1985-01-06,0,48,125,0.38,96,186,9,23,0.39,0,0,411,36,111,7,7,5,7,28,96,10,16,10,13,Dustin Ortiz,65,125,65,Orthodox,19,8,0,1988-12-25,0,45,130,0.34,64,152,1,6,0.16,0,0,15,31,111,13,17,1,2,32,110,11,17,2,3
UFC on FOX: Johnson vs. Bader,2016-01-30,Welterweight,Alexander Yakovlev,George Sullivan,KO/TKO,Punch,1,239,Alexander Yakovlev,75,155,74,Southpaw,24,10,1,1984-07-18,1,15,18,0.83,17,20,2,2,1.0,0,0,0,5,7,5,6,5,5,8,10,3,4,4,4,George Sullivan,72,170,73,Orthodox,17,7,0,1981-03-13,0,14,22,0.63,19,27,0,0,0.0,0,0,102,1,6,5,5,8,11,11,19,3,3,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Featherweight,Alex Caceres,Masio Fullen,Decision,Unanimous Decision,3,300,Alex Caceres,70,145,73,Southpaw,19,12,0,1988-06-20,0,74,144,0.51,80,153,1,3,0.33,0,0,107,39,92,20,34,15,18,58,123,14,19,2,2,Masio Fullen,70,145,70,Orthodox,11,7,0,1986-10-06,0,36,108,0.33,38,110,0,1,0.0,0,0,5,17,82,9,15,10,11,34,104,2,4,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Welterweight,Randy Brown,Matt Dwyer,Decision,Unanimous Decision,3,300,Randy Brown,75,170,78,Orthodox,14,4,0,1990-07-08,0,48,108,0.44,61,122,1,4,0.25,1,0,209,31,84,10,12,7,12,23,77,23,29,2,2,Matt Dwyer,76,170,76,Orthodox,9,4,0,1989-12-17,0,46,97,0.47,50,101,1,8,0.12,0,0,172,16,62,7,11,23,24,34,79,12,18,0,0
UFC on FOX: Johnson vs. Bader,2016-01-30,Featherweight,DRAW,DRAW,Decision,Majority Decision,3,300,Damon Jackson,71,145,71,Switch,19,4,1,1988-08-08,0,44,131,0.33,85,175,0,6,0.0,0,0,399,22,104,19,23,3,4,24,99,19,31,1,1,Levan Makashvili,68,145,68,Orthodox,15,2,1,1989-01-07,0,65,114,0.57,102,153,2,5,0.4,0,0,121,32,77,29,30,4,7,26,67,38,46,1,1
UFC on FOX: Johnson vs. Bader,2016-01-30,Lightweight,Anthony Rocco Martin,Felipe Olivieri,SUB,Rear Naked Choke,3,182,Anthony Rocco Martin,72,170,73,Orthodox,17,6,0,1989-12-11,0,60,141,0.42,64,147,2,7,0.28,1,0,241,55,132,4,7,1,2,53,131,7,10,0,0,Felipe Olivieri,69,155,70,Orthodox,14,5,0,1985-04-12,0,87,150,0.58,94,159,0,1,0.0,0,0,19,31,81,28,37,28,32,77,136,10,14,0,0
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Bantamweight,Dominick Cruz,TJ Dillashaw,Decision,Split Decision,5,300,Dominick Cruz,68,135,68,Orthodox,23,3,0,1985-03-09,0,112,302,0.37,122,312,4,11,0.36,0,0,33,97,282,9,14,6,6,107,294,5,6,0,2,TJ Dillashaw,66,135,67,Orthodox,18,4,0,1986-02-07,0,109,408,0.26,130,430,1,8,0.12,0,0,72,64,343,22,39,23,26,102,394,6,13,1,1
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Lightweight,Eddie Alvarez,Anthony Pettis,Decision,Split Decision,3,300,Eddie Alvarez,69,155,69,Orthodox,29,6,0,1984-01-11,0,42,90,0.46,74,129,6,15,0.4,0,0,458,20,61,12,18,10,11,36,82,3,4,3,4,Anthony Pettis,70,155,72,Orthodox,24,10,0,1987-01-27,0,56,109,0.51,109,164,0,0,0.0,0,0,0,33,79,13,20,10,10,50,97,6,12,0,0
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Heavyweight,Travis Browne,Matt Mitrione,KO/TKO,Punch,3,249,Travis Browne,78,255,79,Orthodox,18,7,1,1982-07-17,0,51,114,0.44,61,124,2,3,0.66,0,0,166,31,77,18,33,2,4,23,72,3,3,25,39,Matt Mitrione,75,265,82,Switch,12,5,0,1978-07-15,1,27,61,0.44,28,62,0,1,0.0,0,0,0,14,48,3,3,10,10,25,56,2,5,0,0
